module,wm15cm,wm45cm,wm75cm,battery,when
02,893,661,989,5.1500563621521,2017-04-27 02:18:15.037
02,901,659,994,5.126857757568359,2017-04-27 02:48:01.737
02,904,661,987,5.103867053985596,2017-04-27 03:17:48.259
02,913,662,990,5.103867053985596,2017-04-27 03:47:34.620
02,921,663,991,5.103867053985596,2017-04-27 04:17:21.132
02,921,662,989,5.103867053985596,2017-04-27 04:47:07.643
02,929,663,993,5.103867053985596,2017-04-27 05:16:54.125
02,935,663,990,5.036116600036621,2017-04-27 05:46:40.516
02,944,665,994,5.058499813079834,2017-04-27 06:16:26.897
02,946,664,986,5.081082344055176,2017-04-27 06:46:13.276
02,949,666,988,4.948532581329346,2017-04-27 07:15:59.693
02,954,661,983,4.927110195159912,2017-04-27 07:45:46.021
02,960,667,996,4.970141410827637,2017-04-27 08:15:32.274
02,962,666,995,5.126857757568359,2017-04-27 08:45:18.807
02,970,665,994,5.126857757568359,2017-04-27 09:15:05.971
02,972,669,997,5.126857757568359,2017-04-27 09:44:55.176
02,969,668,1026,5.126857757568359,2017-04-27 10:14:49.532
02,969,670,1037,5.126857757568359,2017-04-27 10:44:46.958
02,969,666,1033,5.126857757568359,2017-04-27 11:14:40.669
02,970,666,1033,5.126857757568359,2017-04-27 11:44:33.951
02,973,669,1041,5.126857757568359,2017-04-27 12:14:28.078
02,979,668,1045,5.126857757568359,2017-04-27 12:44:20.255
02,982,670,1047,5.126857757568359,2017-04-27 13:14:11.832
02,985,694,1048,5.126857757568359,2017-04-27 13:44:06.337
02,993,929,878,5.126857757568359,2017-04-27 14:43:57.992
02,990,861,792,5.103867053985596,2017-04-27 15:14:00.633
02,979,820,731,4.991940021514893,2017-04-27 15:47:31.343
02,902,718,1061,5.058499813079834,2017-04-28 17:23:51.461
02,903,714,1066,5.036116600036621,2017-04-28 17:53:36.472
02,905,710,1067,4.991940021514893,2017-04-28 18:23:14.945
02,908,706,1072,5.013930797576904,2017-04-28 18:52:57.386
02,910,702,1079,5.013930797576904,2017-04-28 19:22:40.157
02,914,698,1084,5.013930797576904,2017-04-28 19:52:17.746
02,921,697,1085,5.013930797576904,2017-04-28 20:21:46.736
02,925,693,1083,4.991940021514893,2017-04-28 20:51:12.577
02,935,691,1084,4.991940021514893,2017-04-28 21:20:37.324
02,943,690,1096,4.991940021514893,2017-04-28 21:50:01.796
02,949,685,1094,4.970141410827637,2017-04-28 22:19:26.089
02,955,686,1102,4.970141410827637,2017-04-28 22:48:50.108
02,956,686,1096,4.970141410827637,2017-04-28 23:18:13.650
02,961,679,1100,4.970141410827637,2017-04-28 23:47:36.768
02,966,682,1104,4.948532581329346,2017-04-29 00:16:59.292
02,974,682,1110,4.948532581329346,2017-04-29 00:46:21.791
02,977,684,1106,4.948532581329346,2017-04-29 01:15:44.361
02,983,684,1107,4.948532581329346,2017-04-29 01:45:06.643
02,985,684,1112,4.948532581329346,2017-04-29 02:14:28.964
02,990,686,1108,4.948532581329346,2017-04-29 02:43:51.482
02,993,684,1108,4.948532581329346,2017-04-29 03:13:13.699
02,996,686,1109,4.927110195159912,2017-04-29 03:42:36.240
02,998,685,1140,4.927110195159912,2017-04-29 04:11:58.751
02,1006,684,1190,4.927110195159912,2017-04-29 04:41:21.041
02,1008,684,1230,4.927110195159912,2017-04-29 05:10:43.138
02,1014,684,1247,4.927110195159912,2017-04-29 05:40:04.998
02,1012,685,1257,4.905872344970703,2017-04-29 06:09:26.697
02,1018,688,1262,4.905872344970703,2017-04-29 06:38:48.064
02,1019,687,1268,4.905872344970703,2017-04-29 07:08:09.458
02,1021,685,1270,4.905872344970703,2017-04-29 07:37:30.662
02,1024,684,1275,4.884817123413086,2017-04-29 08:06:51.712
02,1025,682,1272,4.905872344970703,2017-04-29 08:36:12.649
02,1024,686,1278,4.905872344970703,2017-04-29 09:05:33.780
02,1026,684,1284,4.905872344970703,2017-04-29 09:34:55.683
02,1031,684,1293,4.905872344970703,2017-04-29 10:04:18.227
02,1029,689,1298,4.905872344970703,2017-04-29 10:33:42.175
02,1006,686,1293,4.8639421463012695,2017-04-29 11:32:50.040
02,995,689,1302,4.905872344970703,2017-04-29 12:02:32.216
02,984,689,1308,4.927110195159912,2017-04-29 12:32:17.789
02,976,688,1309,4.8227219581604,2017-04-29 13:02:04.943
02,963,689,1315,4.927110195159912,2017-04-29 13:32:01.788
02,952,690,1319,4.927110195159912,2017-04-29 14:01:55.324
02,941,689,1319,4.970141410827637,2017-04-29 14:31:54.960
02,932,686,1324,4.970141410827637,2017-04-29 15:01:52.832
02,922,685,1321,4.970141410827637,2017-04-29 15:31:57.344
02,915,687,1333,4.991940021514893,2017-04-29 16:01:55.073
02,905,682,1326,4.970141410827637,2017-04-29 16:31:54.127
02,900,680,1330,4.927110195159912,2017-04-29 17:04:52.019
02,898,679,1337,4.948532581329346,2017-04-29 17:34:44.386
02,894,676,1334,4.970141410827637,2017-04-29 18:04:32.358
02,899,673,1339,4.948532581329346,2017-04-29 18:34:14.476
02,908,671,1340,4.948532581329346,2017-04-29 19:03:48.426
02,916,668,1339,4.948532581329346,2017-04-29 19:33:20.381
02,926,666,1334,4.948532581329346,2017-04-29 20:02:48.551
02,934,665,1336,4.948532581329346,2017-04-29 20:32:13.131
02,943,660,1336,4.927110195159912,2017-04-29 21:01:35.977
02,954,661,1341,4.927110195159912,2017-04-29 21:30:58.722
02,965,661,1341,4.927110195159912,2017-04-29 22:00:20.972
02,972,661,1344,4.927110195159912,2017-04-29 22:29:43.307
02,976,661,1346,4.927110195159912,2017-04-29 22:59:05.288
02,985,662,1349,4.927110195159912,2017-04-29 23:28:26.969
02,990,661,1351,4.905872344970703,2017-04-29 23:57:48.845
02,997,656,1348,4.905872344970703,2017-04-30 00:27:10.295
02,999,654,1343,4.905872344970703,2017-04-30 00:56:31.544
02,1006,654,1344,4.905872344970703,2017-04-30 01:25:52.813
02,1008,656,1345,4.905872344970703,2017-04-30 01:55:14.051
02,1018,659,1349,4.905872344970703,2017-04-30 02:24:34.895
02,1021,661,1348,4.905872344970703,2017-04-30 02:53:55.513
02,1024,660,1349,4.905872344970703,2017-04-30 03:23:15.878
02,1034,661,1355,4.884817123413086,2017-04-30 03:52:36.091
02,1035,661,1355,4.884817123413086,2017-04-30 04:21:56.335
02,1043,657,1358,4.884817123413086,2017-04-30 04:51:16.369
02,1048,659,1361,4.884817123413086,2017-04-30 05:20:36.358
02,1053,659,1364,4.884817123413086,2017-04-30 05:49:56.474
02,1059,662,1367,4.884817123413086,2017-04-30 06:19:16.604
02,1065,664,1376,4.884817123413086,2017-04-30 06:48:36.285
02,1068,665,1416,4.884817123413086,2017-04-30 07:17:55.578
02,1075,665,1436,4.884817123413086,2017-04-30 07:47:14.769
02,1078,664,1443,4.8639421463012695,2017-04-30 08:16:33.990
02,791,677,1487,4.8639421463012695,2017-04-30 08:45:53.374
02,882,1112,1522,4.8639421463012695,2017-04-30 09:15:12.831
02,1510,1457,1581,4.8639421463012695,2017-04-30 09:44:32.851
02,1190,1024,1641,4.8639421463012695,2017-04-30 10:13:53.759
02,967,837,1824,4.884817123413086,2017-04-30 12:11:38.768
02,942,826,1863,4.884817123413086,2017-04-30 12:41:05.860
02,922,836,1905,4.8227219581604,2017-04-30 13:10:48.411
02,889,812,1944,4.884817123413086,2017-04-30 13:40:36.185
02,877,798,1996,4.884817123413086,2017-04-30 14:10:12.912
02,856,916,2079,4.884817123413086,2017-04-30 14:39:44.067
02,846,868,2108,4.905872344970703,2017-04-30 15:09:13.554
02,849,838,2141,4.884817123413086,2017-04-30 15:38:40.019
02,842,817,2159,4.884817123413086,2017-04-30 16:08:07.819
02,842,807,2177,4.884817123413086,2017-04-30 16:37:38.394
02,836,800,2374,4.884817123413086,2017-04-30 17:07:13.390
02,825,789,2534,4.742343425750732,2017-04-30 17:36:58.348
02,816,783,2691,4.626676559448242,2017-04-30 18:06:48.775
02,804,772,2820,4.884817123413086,2017-04-30 18:36:35.395
02,797,764,3020,4.8639421463012695,2017-04-30 19:06:14.096
02,-1,-1,-1,5.081082344055176,2017-05-04 13:13:24.207
02,-1,-1,-1,4.991940021514893,2017-05-04 13:18:27.100
02,-1,-1,-1,4.970141410827637,2017-05-04 13:18:32.893
02,-1,-1,-1,4.991940021514893,2017-05-04 13:24:55.155
02,839,678,-1,5.1500563621521,2017-05-04 13:57:18.710
02,891,754,5512,5.036116600036621,2017-05-04 13:58:10.333
02,892,755,5514,5.036116600036621,2017-05-04 13:58:14.475
02,892,756,5514,5.036116600036621,2017-05-04 13:58:27.473
02,878,751,5625,5.1500563621521,2017-05-04 14:31:21.301
02,869,748,5660,5.197088241577148,2017-05-04 15:01:29.338
02,864,743,5641,5.197088241577148,2017-05-04 15:31:32.981
02,850,737,5703,5.197088241577148,2017-05-04 16:01:39.140
02,838,729,5759,5.197088241577148,2017-05-04 16:31:40.972
02,830,729,5839,5.197088241577148,2017-05-04 17:01:39.463
02,818,720,5849,5.197088241577148,2017-05-04 17:31:37.257
02,816,715,5815,5.197088241577148,2017-05-04 18:01:19.772
02,819,713,5789,5.197088241577148,2017-05-04 18:31:02.872
02,817,707,5793,5.173465251922607,2017-05-04 19:00:42.357
02,821,705,5831,5.173465251922607,2017-05-04 19:30:17.892
02,822,700,5804,5.173465251922607,2017-05-04 19:59:52.951
02,826,698,5800,5.173465251922607,2017-05-04 20:29:23.299
02,828,692,5765,5.173465251922607,2017-05-04 20:58:50.490
02,833,687,5731,5.1500563621521,2017-05-04 21:28:16.425
02,836,685,5677,5.1500563621521,2017-05-04 21:57:41.877
02,840,687,5622,5.1500563621521,2017-05-04 22:27:07.102
02,843,684,5534,5.1500563621521,2017-05-04 22:56:32.064
02,840,683,5453,5.126857757568359,2017-05-04 23:25:56.854
02,845,681,5383,5.126857757568359,2017-05-04 23:55:21.759
02,847,682,5309,5.126857757568359,2017-05-05 00:24:47.054
02,849,683,5222,5.126857757568359,2017-05-05 00:54:12.477
02,848,680,5142,5.126857757568359,2017-05-05 01:23:37.873
02,847,682,5049,5.126857757568359,2017-05-05 01:53:03.598
02,846,680,4967,5.126857757568359,2017-05-05 02:22:29.283
02,822,683,4909,5.126857757568359,2017-05-05 02:51:54.782
02,824,683,4837,5.103867053985596,2017-05-05 03:21:19.085
02,829,681,4768,5.103867053985596,2017-05-05 03:50:43.594
02,838,683,4710,5.103867053985596,2017-05-05 04:20:07.830
02,843,684,4637,5.103867053985596,2017-05-05 04:49:32.054
02,847,682,4589,5.103867053985596,2017-05-05 05:18:56.152
02,850,685,4532,5.103867053985596,2017-05-05 05:48:19.877
02,852,683,4478,5.103867053985596,2017-05-05 06:17:43.641
02,857,686,4448,5.103867053985596,2017-05-05 06:47:07.415
02,864,686,4399,5.103867053985596,2017-05-05 07:16:31.202
02,870,687,4347,5.103867053985596,2017-05-05 07:45:55.221
02,874,687,4302,5.081082344055176,2017-05-05 08:15:19.162
02,882,684,4252,5.081082344055176,2017-05-05 08:44:43.033
02,889,687,4213,5.081082344055176,2017-05-05 09:14:07.978
02,896,687,4166,5.081082344055176,2017-05-05 09:43:36.038
02,904,687,4120,5.081082344055176,2017-05-05 10:13:06.951
02,912,687,4078,5.103867053985596,2017-05-05 10:42:37.897
02,919,685,4033,5.103867053985596,2017-05-05 11:12:13.165
02,924,688,4012,5.103867053985596,2017-05-05 11:41:56.725
02,911,687,3967,5.103867053985596,2017-05-05 12:11:46.124
02,896,687,3936,5.103867053985596,2017-05-05 12:41:41.217
02,878,687,3911,5.103867053985596,2017-05-05 13:11:41.107
02,869,686,3896,5.126857757568359,2017-05-05 13:41:44.642
02,852,686,3870,5.126857757568359,2017-05-05 14:11:50.691
02,843,686,3850,5.126857757568359,2017-05-05 14:41:57.769
02,829,682,3826,5.126857757568359,2017-05-05 15:12:07.916
02,820,679,3802,5.1500563621521,2017-05-05 15:42:11.955
02,814,680,3789,5.1500563621521,2017-05-05 16:12:13.915
02,809,678,3761,5.1500563621521,2017-05-05 16:42:10.613
02,796,673,3736,5.1500563621521,2017-05-05 17:12:03.897
02,792,670,3701,5.126857757568359,2017-05-05 17:41:53.953
02,797,671,3687,5.126857757568359,2017-05-05 18:11:36.846
02,793,668,3644,5.126857757568359,2017-05-05 18:41:18.463
02,794,665,3611,5.126857757568359,2017-05-05 19:10:55.519
02,796,663,3585,5.126857757568359,2017-05-05 19:40:33.893
02,797,661,3555,5.126857757568359,2017-05-05 20:10:08.981
02,804,658,3551,5.103867053985596,2017-05-05 20:39:38.442
02,807,658,3528,5.103867053985596,2017-05-05 21:09:04.914
02,811,652,3507,5.103867053985596,2017-05-05 21:38:30.541
02,818,654,3495,5.081082344055176,2017-05-05 22:07:55.480
02,820,652,3477,5.081082344055176,2017-05-05 22:37:20.168
02,823,652,3465,5.081082344055176,2017-05-05 23:06:44.702
02,827,651,3438,5.081082344055176,2017-05-05 23:36:08.828
02,829,652,3415,5.081082344055176,2017-05-06 00:05:32.649
02,828,651,3375,5.081082344055176,2017-05-06 00:34:56.243
02,830,650,3355,5.058499813079834,2017-05-06 01:04:19.563
02,831,650,3333,5.058499813079834,2017-05-06 01:33:42.748
02,837,653,3323,5.058499813079834,2017-05-06 02:03:05.664
02,839,652,3302,5.058499813079834,2017-05-06 02:32:28.884
02,840,652,3283,5.058499813079834,2017-05-06 03:01:52.091
02,842,652,3262,5.058499813079834,2017-05-06 03:31:15.009
02,847,654,3243,5.058499813079834,2017-05-06 04:00:37.650
02,848,656,3223,5.036116600036621,2017-05-06 04:29:59.971
02,847,653,3199,5.036116600036621,2017-05-06 04:59:22.259
02,848,653,3178,5.036116600036621,2017-05-06 05:28:44.667
02,852,655,3168,5.036116600036621,2017-05-06 05:58:07.265
02,853,656,3150,5.036116600036621,2017-05-06 06:27:30.005
02,855,657,3129,5.036116600036621,2017-05-06 06:56:52.701
02,851,656,3106,5.036116600036621,2017-05-06 07:26:15.418
02,853,656,3091,5.036116600036621,2017-05-06 07:55:38.192
02,855,656,3084,5.036116600036621,2017-05-06 08:25:00.652
02,854,656,3060,5.036116600036621,2017-05-06 08:54:22.911
02,858,657,3051,5.036116600036621,2017-05-06 09:23:45.615
02,860,660,3039,5.036116600036621,2017-05-06 09:53:10.047
02,853,657,3017,5.036116600036621,2017-05-06 10:22:38.860
02,843,662,3006,5.036116600036621,2017-05-06 10:52:13.621
02,837,658,3001,5.058499813079834,2017-05-06 11:21:52.689
02,826,664,2990,5.058499813079834,2017-05-06 11:51:38.565
02,821,661,2982,5.058499813079834,2017-05-06 12:21:29.322
02,813,662,2977,5.058499813079834,2017-05-06 12:51:19.589
02,799,662,2957,5.081082344055176,2017-05-06 13:21:20.517
02,789,659,2945,5.081082344055176,2017-05-06 13:51:20.761
02,786,663,2945,5.081082344055176,2017-05-06 14:21:24.774
02,781,659,2932,5.103867053985596,2017-05-06 14:51:22.615
02,778,660,2923,5.103867053985596,2017-05-06 15:21:24.524
02,779,656,2922,5.058499813079834,2017-05-06 15:54:25.261
02,773,657,2946,5.081082344055176,2017-05-06 16:24:18.115
02,769,654,3199,5.081082344055176,2017-05-06 16:54:05.414
02,771,650,3595,5.081082344055176,2017-05-06 17:23:53.680
02,769,649,3960,5.103867053985596,2017-05-06 17:53:39.663
02,770,644,4268,5.081082344055176,2017-05-06 18:23:21.437
02,773,641,4582,5.081082344055176,2017-05-06 18:52:56.916
02,776,638,4875,5.081082344055176,2017-05-06 19:22:31.253
02,778,635,5103,5.081082344055176,2017-05-06 19:52:03.458
02,797,634,5325,5.081082344055176,2017-05-06 20:21:30.962
02,806,631,5535,5.058499813079834,2017-05-06 20:50:52.975
02,814,627,5751,5.058499813079834,2017-05-06 21:20:13.346
02,819,623,5906,5.058499813079834,2017-05-06 21:49:33.052
02,831,625,6100,5.058499813079834,2017-05-06 22:18:52.402
02,839,620,6236,5.036116600036621,2017-05-06 22:48:11.676
02,843,619,6359,5.036116600036621,2017-05-06 23:17:30.495
02,854,620,6491,5.036116600036621,2017-05-06 23:46:49.317
02,856,617,6572,5.036116600036621,2017-05-07 00:16:08.234
02,861,618,6674,5.036116600036621,2017-05-07 00:45:27.470
02,875,617,6752,5.036116600036621,2017-05-07 01:14:46.863
02,882,617,6833,5.036116600036621,2017-05-07 01:44:05.887
02,888,618,6928,5.036116600036621,2017-05-07 02:13:24.917
02,893,618,6996,5.013930797576904,2017-05-07 02:42:43.993
02,895,616,7057,5.013930797576904,2017-05-07 03:12:02.702
02,901,616,7124,5.013930797576904,2017-05-07 03:41:21.089
02,910,618,7201,5.013930797576904,2017-05-07 04:10:39.427
02,912,617,7225,5.013930797576904,2017-05-07 04:39:57.602
02,920,619,7280,5.013930797576904,2017-05-07 05:09:15.722
02,922,617,7287,5.013930797576904,2017-05-07 05:38:33.659
02,930,617,7326,5.013930797576904,2017-05-07 06:07:51.754
02,937,617,7346,5.013930797576904,2017-05-07 06:37:09.916
02,941,617,7359,5.013930797576904,2017-05-07 07:06:28.000
02,947,620,7388,5.013930797576904,2017-05-07 07:35:45.953
02,953,620,7398,4.991940021514893,2017-05-07 08:05:03.815
02,953,618,7375,4.991940021514893,2017-05-07 08:34:21.713
02,956,618,7361,4.991940021514893,2017-05-07 09:03:39.700
02,962,622,7368,4.991940021514893,2017-05-07 09:32:58.510
02,965,622,7349,4.991940021514893,2017-05-07 10:02:18.055
02,966,623,7384,5.013930797576904,2017-05-07 10:31:41.954
02,965,627,7427,5.013930797576904,2017-05-07 11:01:10.020
02,959,628,7471,5.013930797576904,2017-05-07 11:30:42.604
02,948,626,7494,5.036116600036621,2017-05-07 12:00:24.161
02,942,627,7508,5.036116600036621,2017-05-07 12:30:02.063
02,938,625,7583,5.036116600036621,2017-05-07 12:59:46.110
02,926,629,7626,5.036116600036621,2017-05-07 13:29:39.927
02,910,623,7652,5.058499813079834,2017-05-07 13:59:34.058
02,908,622,7708,5.058499813079834,2017-05-07 14:29:30.424
02,907,620,7738,5.058499813079834,2017-05-07 14:59:12.340
02,914,618,7822,5.058499813079834,2017-05-07 15:28:40.960
02,925,619,7886,5.058499813079834,2017-05-07 15:58:17.745
02,930,616,7940,5.058499813079834,2017-05-07 16:27:52.263
02,942,618,8026,5.036116600036621,2017-05-07 16:57:20.595
02,936,615,8034,5.058499813079834,2017-05-07 17:27:03.260
02,940,614,8091,5.058499813079834,2017-05-07 17:56:42.508
02,940,614,8139,5.058499813079834,2017-05-07 18:26:22.817
02,938,614,8136,5.058499813079834,2017-05-07 18:56:01.503
02,941,609,8168,5.058499813079834,2017-05-07 19:25:34.939
02,951,610,8178,5.058499813079834,2017-05-07 19:55:04.896
02,952,608,8185,5.036116600036621,2017-05-07 20:24:28.443
02,965,606,8196,5.036116600036621,2017-05-07 20:53:49.643
02,973,607,8203,5.036116600036621,2017-05-07 21:23:10.022
02,982,603,8211,5.013930797576904,2017-05-07 21:52:29.946
02,989,601,8199,5.013930797576904,2017-05-07 22:21:49.586
02,1001,603,8214,5.013930797576904,2017-05-07 22:51:08.921
02,1006,604,8215,5.013930797576904,2017-05-07 23:20:28.142
02,1011,603,8205,5.013930797576904,2017-05-07 23:49:47.272
02,1019,604,8206,5.013930797576904,2017-05-08 00:19:06.237
02,1020,604,8183,4.991940021514893,2017-05-08 00:48:25.184
02,1028,604,8187,4.991940021514893,2017-05-08 01:17:44.113
02,1033,605,8173,4.991940021514893,2017-05-08 01:47:03.113
02,1037,606,8138,4.991940021514893,2017-05-08 02:16:21.993
02,1039,605,8101,4.991940021514893,2017-05-08 02:45:41.029
02,1044,605,8060,4.991940021514893,2017-05-08 03:14:59.594
02,1045,603,8011,4.991940021514893,2017-05-08 03:44:18.151
02,1055,604,7970,4.991940021514893,2017-05-08 04:13:36.516
02,1060,607,7971,4.991940021514893,2017-05-08 04:42:54.960
02,1062,607,7922,4.991940021514893,2017-05-08 05:12:13.307
02,1069,608,7906,4.991940021514893,2017-05-08 05:41:31.258
02,1075,610,7898,4.970141410827637,2017-05-08 06:10:49.039
02,1082,610,7870,4.970141410827637,2017-05-08 06:40:06.804
02,1086,611,7833,4.970141410827637,2017-05-08 07:09:24.524
02,1086,608,7779,4.970141410827637,2017-05-08 07:38:42.157
02,1093,611,7764,4.970141410827637,2017-05-08 08:07:59.702
02,1099,613,7701,4.970141410827637,2017-05-08 08:37:17.375
02,1100,614,7677,4.970141410827637,2017-05-08 09:06:35.644
02,1104,616,7642,4.970141410827637,2017-05-08 09:35:55.790
02,1102,614,7612,4.970141410827637,2017-05-08 10:05:20.187
02,1090,612,7557,4.991940021514893,2017-05-08 10:34:49.889
02,1094,618,7553,4.991940021514893,2017-05-08 11:04:15.458
02,1094,621,7504,4.991940021514893,2017-05-08 11:33:43.931
02,1086,621,7418,4.991940021514893,2017-05-08 12:03:16.017
02,1083,620,7360,4.991940021514893,2017-05-08 12:32:52.804
02,1073,619,7291,4.991940021514893,2017-05-08 13:02:34.003
02,1075,618,7248,4.991940021514893,2017-05-08 13:32:03.670
02,1079,619,7191,4.991940021514893,2017-05-08 14:01:34.324
02,1082,619,7142,4.991940021514893,2017-05-08 14:31:08.731
02,1073,621,7075,5.013930797576904,2017-05-08 15:00:50.656
02,1069,618,7033,5.013930797576904,2017-05-08 15:30:30.485
02,1069,621,6976,5.013930797576904,2017-05-08 16:00:06.491
02,1068,619,6940,5.013930797576904,2017-05-08 16:29:41.568
02,1076,616,6867,4.948532581329346,2017-05-08 17:02:09.304
02,1083,618,6815,4.970141410827637,2017-05-08 17:32:03.016
02,1093,617,6771,4.970141410827637,2017-05-08 18:01:53.636
02,1064,616,6729,4.970141410827637,2017-05-08 18:31:43.385
02,985,615,6705,4.970141410827637,2017-05-08 19:01:32.580
02,939,615,6681,4.970141410827637,2017-05-08 19:31:22.097
02,919,616,6646,4.970141410827637,2017-05-08 20:01:11.755
02,908,618,6623,4.970141410827637,2017-05-08 20:31:00.333
02,900,615,6605,4.970141410827637,2017-05-08 21:00:48.127
02,890,614,6589,4.970141410827637,2017-05-08 21:30:35.854
02,840,616,6572,4.970141410827637,2017-05-08 22:00:23.371
02,818,617,6567,4.970141410827637,2017-05-08 22:30:10.430
02,805,619,6556,4.970141410827637,2017-05-08 22:59:57.350
02,805,621,6558,4.948532581329346,2017-05-08 23:29:44.141
02,803,621,6545,4.948532581329346,2017-05-08 23:59:30.728
02,808,623,6550,4.948532581329346,2017-05-09 00:29:17.129
02,812,619,6537,4.948532581329346,2017-05-09 00:59:03.397
02,815,622,6532,4.948532581329346,2017-05-09 01:28:49.573
02,814,621,6514,4.948532581329346,2017-05-09 01:58:35.675
02,819,621,6510,4.948532581329346,2017-05-09 02:28:21.740
02,818,619,6484,4.948532581329346,2017-05-09 02:58:07.668
02,822,622,6494,4.948532581329346,2017-05-09 03:27:53.679
02,823,622,6485,4.948532581329346,2017-05-09 03:57:39.914
02,825,623,6467,4.948532581329346,2017-05-09 04:27:26.343
02,827,623,6453,4.948532581329346,2017-05-09 04:57:12.603
02,825,623,6421,4.927110195159912,2017-05-09 05:26:58.667
02,825,623,6410,4.927110195159912,2017-05-09 05:56:44.641
02,829,622,6405,4.927110195159912,2017-05-09 06:26:30.566
02,834,625,6423,4.927110195159912,2017-05-09 06:56:16.774
02,831,622,6398,4.927110195159912,2017-05-09 07:26:02.918
