module,wm15cm,wm45cm,wm75cm,battery,when
01,843,246,669,5.141361236572266,26/04/2017 16:01:27.798
01,835,249,670,5.141361236572266,26/04/2017 16:30:57.009
01,835,248,666,5.141361236572266,26/04/2017 17:00:17.122
01,825,245,664,5.117884635925293,26/04/2017 17:29:44.973
01,823,245,664,5.117884635925293,26/04/2017 17:59:17.851
01,813,246,661,5.117884635925293,26/04/2017 18:28:36.630
01,812,242,661,5.0946221351623535,26/04/2017 18:57:47.802
01,812,243,655,5.0946221351623535,26/04/2017 19:26:58.160
01,817,242,657,5.0946221351623535,26/04/2017 19:56:08.493
01,813,243,653,5.0946221351623535,26/04/2017 20:25:17.976
01,817,241,656,5.071569442749023,26/04/2017 20:54:23.578
01,819,242,650,5.071569442749023,26/04/2017 21:23:28.962
01,813,237,651,5.071569442749023,26/04/2017 21:52:33.751
01,811,237,650,5.04872465133667,26/04/2017 22:21:38.295
01,807,237,646,5.04872465133667,26/04/2017 22:50:42.724
01,812,238,645,5.04872465133667,26/04/2017 23:19:47.006
01,816,240,642,5.04872465133667,26/04/2017 23:48:51.263
01,809,238,640,5.04872465133667,27/04/2017 00:17:55.372
01,809,236,642,5.026083946228027,27/04/2017 00:46:59.133
01,811,238,641,5.026083946228027,27/04/2017 01:16:02.381
01,807,237,638,5.026083946228027,27/04/2017 01:45:05.295
01,808,238,636,5.026083946228027,27/04/2017 02:14:07.852
01,813,239,636,5.026083946228027,27/04/2017 02:43:10.246
01,804,235,634,5.0036468505859375,27/04/2017 03:12:12.412
01,813,237,637,5.0036468505859375,27/04/2017 03:41:14.304
01,806,238,634,5.0036468505859375,27/04/2017 04:10:16.231
01,813,238,635,5.0036468505859375,27/04/2017 04:39:18.370
01,802,238,629,5.0036468505859375,27/04/2017 05:08:20.359
01,804,240,629,5.0036468505859375,27/04/2017 05:37:22.237
01,798,239,626,5.0036468505859375,27/04/2017 06:06:24.111
01,807,240,628,5.0036468505859375,27/04/2017 06:35:26.041
01,796,240,625,5.0036468505859375,27/04/2017 07:04:28.038
01,800,241,625,4.98140811920166,27/04/2017 07:33:30.013
01,796,241,624,4.98140811920166,27/04/2017 08:02:32.067
01,834,241,623,4.98140811920166,27/04/2017 08:31:33.727
01,850,243,624,4.98140811920166,27/04/2017 09:00:36.020
01,862,243,623,4.98140811920166,27/04/2017 09:29:40.027
01,868,242,625,4.98140811920166,27/04/2017 09:58:50.600
01,873,243,624,5.0036468505859375,27/04/2017 10:28:11.055
01,872,241,625,5.0036468505859375,27/04/2017 10:57:27.420
01,885,243,621,5.0036468505859375,27/04/2017 11:26:37.856
01,890,244,621,5.0036468505859375,27/04/2017 11:55:47.712
01,897,243,621,5.0036468505859375,27/04/2017 12:24:58.735
01,901,246,618,5.0036468505859375,27/04/2017 12:54:06.218
01,910,244,621,5.0036468505859375,27/04/2017 13:23:14.409
01,916,244,619,5.0036468505859375,27/04/2017 13:52:27.033
01,938,245,624,5.0036468505859375,27/04/2017 14:21:37.722
01,940,246,619,4.873116970062256,27/04/2017 15:10:47.404
01,950,244,622,4.98140811920166,27/04/2017 15:41:39.669
01,1127,265,593,4.959366321563721,28/04/2017 17:48:07.985
01,1120,262,586,4.959366321563721,28/04/2017 18:17:44.643
01,1124,264,593,4.959366321563721,28/04/2017 18:47:19.882
01,1125,264,590,4.959366321563721,28/04/2017 19:16:54.662
01,1122,266,588,4.93751859664917,28/04/2017 19:46:29.674
01,1132,268,587,4.93751859664917,28/04/2017 20:15:58.594
01,1136,268,584,4.93751859664917,28/04/2017 20:45:23.956
01,1139,267,587,4.93751859664917,28/04/2017 21:14:47.802
01,1141,264,583,4.915863037109375,28/04/2017 21:44:11.216
01,1150,266,581,4.915863037109375,28/04/2017 22:13:34.434
01,1152,266,578,4.915863037109375,28/04/2017 22:42:57.398
01,1156,267,581,4.915863037109375,28/04/2017 23:12:19.899
01,1162,265,580,4.915863037109375,28/04/2017 23:41:41.921
01,1163,266,575,4.8943963050842285,29/04/2017 00:11:03.460
01,1159,266,573,4.8943963050842285,29/04/2017 00:40:24.765
01,1172,268,575,4.8943963050842285,29/04/2017 01:09:46.134
01,1178,269,576,4.8943963050842285,29/04/2017 01:39:07.296
01,1176,269,574,4.8943963050842285,29/04/2017 02:08:28.324
01,1185,269,575,4.8943963050842285,29/04/2017 02:37:49.678
01,1176,267,573,4.873116970062256,29/04/2017 03:07:10.674
01,1185,268,573,4.873116970062256,29/04/2017 03:36:31.923
01,1187,267,570,4.873116970062256,29/04/2017 04:05:53.308
01,1195,268,567,4.873116970062256,29/04/2017 04:35:14.407
01,1194,269,568,4.873116970062256,29/04/2017 05:04:35.283
01,1192,270,568,4.873116970062256,29/04/2017 05:33:55.807
01,1202,273,570,4.873116970062256,29/04/2017 06:03:16.189
01,1203,270,569,4.852021217346191,29/04/2017 06:32:36.165
01,1207,270,569,4.852021217346191,29/04/2017 07:01:56.050
01,1214,271,567,4.852021217346191,29/04/2017 07:31:15.859
01,1205,269,562,4.852021217346191,29/04/2017 08:00:35.480
01,1222,272,565,4.852021217346191,29/04/2017 08:29:55.041
01,1222,272,563,4.852021217346191,29/04/2017 08:59:14.669
01,1218,272,566,4.852021217346191,29/04/2017 09:28:35.169
01,1225,276,565,4.852021217346191,29/04/2017 09:57:56.529
01,1221,276,565,4.852021217346191,29/04/2017 10:27:19.271
01,1228,277,567,4.852021217346191,29/04/2017 10:56:54.124
01,1208,278,566,4.852021217346191,29/04/2017 11:26:38.260
01,1198,277,563,4.873116970062256,29/04/2017 11:56:26.530
01,1189,279,566,4.873116970062256,29/04/2017 12:26:18.304
01,1177,278,565,4.873116970062256,29/04/2017 12:56:10.887
01,1171,280,563,4.8943963050842285,29/04/2017 13:26:12.338
01,1169,282,566,4.8943963050842285,29/04/2017 13:56:11.721
01,1160,280,566,4.8943963050842285,29/04/2017 14:26:15.552
01,1163,281,564,4.8943963050842285,29/04/2017 14:56:20.619
01,1155,280,564,4.8943963050842285,29/04/2017 15:26:29.438
01,1156,281,564,4.8943963050842285,29/04/2017 15:56:32.924
01,1148,280,567,4.8943963050842285,29/04/2017 16:26:38.980
01,1132,279,566,4.873116970062256,29/04/2017 16:57:33.271
01,1117,279,561,4.8943963050842285,29/04/2017 17:27:27.893
01,1120,282,564,4.8943963050842285,29/04/2017 17:57:14.819
01,1116,281,562,4.873116970062256,29/04/2017 18:26:53.506
01,1116,282,562,4.873116970062256,29/04/2017 18:56:26.077
01,1117,283,560,4.873116970062256,29/04/2017 19:25:57.404
01,1119,279,559,4.873116970062256,29/04/2017 19:55:25.043
01,1138,282,560,4.852021217346191,29/04/2017 20:24:49.424
01,1143,279,557,4.852021217346191,29/04/2017 20:54:11.577
01,1153,280,558,4.852021217346191,29/04/2017 21:23:33.309
01,1161,281,558,4.831107139587402,29/04/2017 21:52:54.631
01,1163,279,557,4.831107139587402,29/04/2017 22:22:16.036
01,1174,280,556,4.831107139587402,29/04/2017 22:51:37.168
01,1179,278,553,4.831107139587402,29/04/2017 23:20:57.833
01,1184,278,552,4.831107139587402,29/04/2017 23:50:18.708
01,1183,278,551,4.831107139587402,30/04/2017 00:19:39.195
01,1197,280,553,4.810372829437256,30/04/2017 00:48:59.613
01,1201,281,553,4.810372829437256,30/04/2017 01:18:19.979
01,1210,282,553,4.810372829437256,30/04/2017 01:47:40.240
01,1210,280,551,4.810372829437256,30/04/2017 02:17:00.079
01,1210,279,547,4.810372829437256,30/04/2017 02:46:19.609
01,1223,280,550,4.810372829437256,30/04/2017 03:15:38.908
01,1218,280,549,4.789815425872803,30/04/2017 03:44:57.930
01,1229,282,550,4.789815425872803,30/04/2017 04:14:16.955
01,1228,281,549,4.789815425872803,30/04/2017 04:43:35.844
01,1233,282,549,4.789815425872803,30/04/2017 05:12:54.493
01,1244,284,549,4.789815425872803,30/04/2017 05:42:13.276
01,1246,283,549,4.789815425872803,30/04/2017 06:11:32.094
01,1257,282,547,4.789815425872803,30/04/2017 06:40:50.574
01,1259,283,546,4.76943302154541,30/04/2017 07:10:08.447
01,1268,284,548,4.76943302154541,30/04/2017 07:39:26.155
01,1276,286,546,4.76943302154541,30/04/2017 08:08:43.866
01,1278,285,547,4.76943302154541,30/04/2017 08:38:01.698
01,1209,291,552,4.76943302154541,30/04/2017 09:07:19.592
01,1206,369,555,4.76943302154541,30/04/2017 09:36:38.015
01,1199,357,552,4.76943302154541,30/04/2017 10:05:57.545
01,1179,350,551,4.76943302154541,30/04/2017 10:35:18.028
01,1165,344,549,4.76943302154541,30/04/2017 11:04:40.126
01,1144,336,551,4.76943302154541,30/04/2017 11:34:06.051
01,1153,330,551,4.76943302154541,30/04/2017 12:03:37.184
01,1139,327,554,4.76943302154541,30/04/2017 12:33:04.563
01,1135,325,555,4.76943302154541,30/04/2017 13:02:43.077
01,1109,321,553,4.789815425872803,30/04/2017 13:32:37.725
01,1094,322,557,4.789815425872803,30/04/2017 14:02:18.492
01,1092,320,554,4.789815425872803,30/04/2017 14:31:48.322
01,1084,323,556,4.789815425872803,30/04/2017 15:01:19.538
01,1072,320,554,4.789815425872803,30/04/2017 15:30:45.572
01,1068,320,558,4.76943302154541,30/04/2017 16:00:12.104
01,1073,319,559,4.76943302154541,30/04/2017 16:29:41.823
01,1061,319,558,4.76943302154541,30/04/2017 16:59:14.700
01,1056,321,560,4.789815425872803,30/04/2017 17:28:52.694
01,1043,324,558,4.789815425872803,30/04/2017 17:58:29.989
01,1037,326,564,4.789815425872803,30/04/2017 18:28:08.956
01,1026,328,560,4.789815425872803,30/04/2017 18:57:44.085
01,1017,331,561,4.789815425872803,30/04/2017 19:27:13.871
01,1025,333,562,4.76943302154541,30/04/2017 19:56:40.584
01,1026,336,562,4.76943302154541,30/04/2017 20:26:03.694
01,1026,336,562,4.76943302154541,30/04/2017 20:55:24.632
01,1020,338,561,4.749223709106445,30/04/2017 21:24:44.373
01,1026,341,559,4.749223709106445,30/04/2017 21:54:03.518
01,1022,338,559,4.749223709106445,30/04/2017 22:23:22.600
01,1033,344,562,4.729184627532959,30/04/2017 22:52:41.276
01,1037,346,564,4.729184627532959,30/04/2017 23:21:59.496
01,1026,346,559,4.729184627532959,30/04/2017 23:51:17.396
01,1028,346,558,4.729184627532959,01/05/2017 00:20:35.168
01,1027,345,558,4.729184627532959,01/05/2017 00:49:52.777
01,1036,350,561,4.709314346313477,01/05/2017 01:19:10.374
01,1032,350,562,4.709314346313477,01/05/2017 01:48:27.819
01,1038,354,563,4.709314346313477,01/05/2017 02:17:45.242
01,1037,355,562,4.709314346313477,01/05/2017 02:47:02.594
01,1033,354,561,4.709314346313477,01/05/2017 03:16:19.972
01,1034,356,558,4.709314346313477,01/05/2017 03:45:37.162
01,1046,360,560,4.709314346313477,01/05/2017 04:14:54.293
01,1037,362,560,4.689610004425049,01/05/2017 04:44:11.518
01,1041,361,561,4.689610004425049,01/05/2017 05:13:28.752
01,1036,360,559,4.689610004425049,01/05/2017 05:42:45.886
01,1040,362,564,4.689610004425049,01/05/2017 06:12:02.778
01,1042,364,564,4.689610004425049,01/05/2017 06:41:19.418
01,1041,367,563,4.689610004425049,01/05/2017 07:10:35.710
01,1037,368,561,4.689610004425049,01/05/2017 07:39:51.885
01,1036,367,561,4.670070171356201,01/05/2017 08:09:07.986
01,1041,370,560,4.670070171356201,01/05/2017 08:38:24.122
01,"-1",-1,-1,5.165054798126221,04/05/2017 12:41:43.543
01,"-1",-1,-1,4.245518207550049,04/05/2017 12:43:42.674
01,"-1",-1,-1,4.245518207550049,04/05/2017 12:43:50.286
01,"-1",-1,-1,5.0036468505859375,04/05/2017 12:50:19.812
01,"-1",-1,-1,5.026083946228027,04/05/2017 12:52:14.862
01,938,592,571,4.98140811920166,04/05/2017 12:58:46.981
01,944,592,575,5.0946221351623535,04/05/2017 13:29:30.677
01,947,590,576,5.117884635925293,04/05/2017 13:59:35.928
01,937,584,573,5.141361236572266,04/05/2017 14:29:42.718
01,949,579,574,5.141361236572266,04/05/2017 15:30:03.972
01,947,578,574,5.141361236572266,04/05/2017 16:00:11.315
01,937,571,573,5.141361236572266,04/05/2017 16:30:14.376
01,941,572,577,5.141361236572266,04/05/2017 17:00:13.425
01,933,568,576,5.141361236572266,04/05/2017 17:30:12.749
01,933,565,576,5.117884635925293,04/05/2017 18:00:00.072
01,931,563,575,5.117884635925293,04/05/2017 18:29:45.753
01,935,559,573,5.0946221351623535,04/05/2017 18:59:29.325
01,940,559,572,5.0946221351623535,04/05/2017 19:29:08.961
01,940,556,571,5.071569442749023,04/05/2017 19:58:47.647
01,946,552,570,5.04872465133667,04/05/2017 20:57:55.045
01,955,552,573,5.04872465133667,04/05/2017 21:27:25.975
01,960,550,571,5.04872465133667,04/05/2017 21:56:56.376
01,958,548,569,5.026083946228027,04/05/2017 22:26:26.513
01,960,544,570,5.026083946228027,04/05/2017 22:55:56.415
01,972,548,573,5.026083946228027,04/05/2017 23:25:25.873
01,965,544,570,5.026083946228027,04/05/2017 23:54:55.502
01,967,545,572,5.0036468505859375,05/05/2017 00:24:25.500
01,964,542,570,5.0036468505859375,05/05/2017 00:53:55.602
01,972,544,572,5.0036468505859375,05/05/2017 01:23:25.721
01,972,545,573,5.0036468505859375,05/05/2017 01:52:56.200
01,974,543,572,5.0036468505859375,05/05/2017 02:22:26.598
01,996,539,569,5.0036468505859375,05/05/2017 02:51:56.713
01,1073,543,571,4.98140811920166,05/05/2017 03:21:25.572
01,1119,544,573,4.98140811920166,05/05/2017 03:50:54.574
01,1146,543,569,4.98140811920166,05/05/2017 04:20:23.216
01,1134,539,570,4.98140811920166,05/05/2017 04:49:51.819
01,1123,536,569,4.98140811920166,05/05/2017 05:19:20.282
01,1117,535,571,4.98140811920166,05/05/2017 05:48:48.473
01,1109,533,571,4.98140811920166,05/05/2017 06:18:16.660
01,1104,533,571,4.959366321563721,05/05/2017 06:47:44.910
01,1087,529,569,4.959366321563721,05/05/2017 07:17:13.211
01,1094,532,572,4.959366321563721,05/05/2017 07:46:41.677
01,1088,531,571,4.959366321563721,05/05/2017 08:16:10.095
01,1088,533,572,4.959366321563721,05/05/2017 08:45:38.502
01,1070,531,569,4.959366321563721,05/05/2017 09:15:08.400
01,1076,532,573,4.959366321563721,05/05/2017 09:44:42.163
01,1068,533,573,4.98140811920166,05/05/2017 10:14:20.577
01,1052,533,573,4.98140811920166,05/05/2017 10:43:58.498
01,1053,536,575,4.98140811920166,05/05/2017 11:13:42.030
01,1037,534,575,5.0036468505859375,05/05/2017 11:43:35.069
01,1036,537,575,5.0036468505859375,05/05/2017 12:13:33.231
01,1026,535,573,5.026083946228027,05/05/2017 12:43:36.863
01,1020,537,575,5.026083946228027,05/05/2017 13:13:45.456
01,1010,538,576,5.04872465133667,05/05/2017 13:43:56.915
01,1014,539,578,5.04872465133667,05/05/2017 14:14:09.581
01,1018,541,576,5.04872465133667,05/05/2017 14:44:22.611
01,1012,538,575,5.04872465133667,05/05/2017 15:14:35.446
01,1008,537,578,5.04872465133667,05/05/2017 15:44:41.102
01,991,537,573,5.04872465133667,05/05/2017 16:14:44.167
01,996,537,576,5.04872465133667,05/05/2017 16:44:44.341
01,996,537,578,5.04872465133667,05/05/2017 17:14:41.780
01,990,536,575,5.026083946228027,05/05/2017 17:44:33.966
01,977,534,575,5.026083946228027,05/05/2017 18:14:20.673
01,989,532,575,5.026083946228027,05/05/2017 18:44:05.468
01,991,533,577,5.0036468505859375,05/05/2017 19:13:46.664
01,997,532,576,5.0036468505859375,05/05/2017 19:43:28.301
01,998,533,576,5.0036468505859375,05/05/2017 20:13:05.645
01,1004,531,572,4.98140811920166,05/05/2017 20:42:38.950
01,1003,530,576,4.98140811920166,05/05/2017 21:12:09.874
01,1010,529,571,4.959366321563721,05/05/2017 21:41:39.914
01,1010,529,571,4.959366321563721,05/05/2017 22:11:09.385
01,1018,531,575,4.959366321563721,05/05/2017 22:40:38.493
01,1018,530,572,4.93751859664917,05/05/2017 23:10:07.464
01,1008,527,569,4.93751859664917,05/05/2017 23:39:35.964
01,1018,529,573,4.93751859664917,06/05/2017 00:09:03.962
01,1018,531,573,4.93751859664917,06/05/2017 00:38:31.914
01,1018,530,570,4.915863037109375,06/05/2017 01:07:59.458
01,1010,528,567,4.915863037109375,06/05/2017 01:37:26.689
01,1019,530,571,4.915863037109375,06/05/2017 02:06:53.754
01,1021,530,571,4.915863037109375,06/05/2017 02:36:21.156
01,1018,530,570,4.915863037109375,06/05/2017 03:05:48.463
01,1012,530,571,4.915863037109375,06/05/2017 03:35:15.475
01,1019,532,569,4.8943963050842285,06/05/2017 04:04:42.130
01,1011,530,567,4.8943963050842285,06/05/2017 04:34:08.374
01,1009,531,566,4.8943963050842285,06/05/2017 05:03:34.622
01,1010,533,568,4.8943963050842285,06/05/2017 05:33:00.935
01,1011,533,568,4.8943963050842285,06/05/2017 06:02:27.431
01,1019,535,570,4.8943963050842285,06/05/2017 06:31:54.023
01,1008,532,568,4.8943963050842285,06/05/2017 07:01:20.566
01,1017,535,571,4.873116970062256,06/05/2017 07:30:47.099
01,1009,532,569,4.873116970062256,06/05/2017 08:00:13.672
01,1020,536,571,4.873116970062256,06/05/2017 08:29:39.992
01,1012,535,571,4.873116970062256,06/05/2017 08:59:06.161
01,1015,536,571,4.873116970062256,06/05/2017 09:28:33.202
01,995,538,572,4.915863037109375,06/05/2017 10:57:24.995
01,980,539,570,4.93751859664917,06/05/2017 11:27:14.846
01,968,540,573,4.959366321563721,06/05/2017 11:57:11.634
01,970,541,574,4.959366321563721,06/05/2017 12:27:10.848
01,955,542,575,4.959366321563721,06/05/2017 12:57:09.703
01,943,541,572,4.98140811920166,06/05/2017 13:27:16.623
01,952,545,575,4.98140811920166,06/05/2017 13:57:27.130
01,947,543,578,5.0036468505859375,06/05/2017 14:27:35.088
01,937,541,577,4.959366321563721,06/05/2017 14:58:25.181
01,947,543,580,4.98140811920166,06/05/2017 15:58:16.893
01,941,543,580,4.98140811920166,06/05/2017 16:28:10.209
01,931,541,579,4.98140811920166,06/05/2017 16:57:59.290
01,925,540,579,4.98140811920166,06/05/2017 17:27:47.680
01,909,537,575,4.98140811920166,06/05/2017 17:57:33.751
01,918,541,579,4.98140811920166,06/05/2017 18:27:14.822
01,918,540,580,4.959366321563721,06/05/2017 18:56:51.871
01,916,538,578,4.959366321563721,06/05/2017 19:26:29.597
01,915,537,575,4.93751859664917,06/05/2017 19:56:03.992
01,920,537,578,4.93751859664917,06/05/2017 20:25:33.695
01,916,536,576,4.915863037109375,06/05/2017 20:54:59.949
01,926,534,574,4.915863037109375,06/05/2017 21:24:24.864
01,921,533,574,4.915863037109375,06/05/2017 21:53:49.169
01,934,535,577,4.8943963050842285,06/05/2017 22:23:13.082
01,930,534,571,4.8943963050842285,06/05/2017 22:52:36.896
01,928,531,570,4.8943963050842285,06/05/2017 23:22:00.357
01,931,532,571,4.8943963050842285,06/05/2017 23:51:23.828
01,929,530,571,4.8943963050842285,07/05/2017 00:20:47.352
01,935,531,571,4.873116970062256,07/05/2017 00:50:11.133
01,935,530,571,4.873116970062256,07/05/2017 01:19:34.896
01,934,532,571,4.873116970062256,07/05/2017 01:48:58.485
01,942,534,573,4.873116970062256,07/05/2017 02:18:22.150
01,932,533,572,4.873116970062256,07/05/2017 02:47:45.628
01,943,532,570,4.873116970062256,07/05/2017 03:17:08.518
01,939,534,569,4.852021217346191,07/05/2017 03:46:31.200
01,946,532,572,4.852021217346191,07/05/2017 04:15:53.735
01,945,533,573,4.852021217346191,07/05/2017 04:45:16.135
01,945,535,574,4.852021217346191,07/05/2017 05:14:38.444
01,949,536,574,4.852021217346191,07/05/2017 05:44:00.425
01,936,534,572,4.852021217346191,07/05/2017 06:13:22.724
01,1015,537,573,4.852021217346191,07/05/2017 06:42:44.981
01,1023,535,568,4.831107139587402,07/05/2017 07:12:07.187
01,1046,536,569,4.831107139587402,07/05/2017 07:41:29.195
01,1055,537,570,4.831107139587402,07/05/2017 08:10:51.141
01,1058,536,569,4.831107139587402,07/05/2017 08:40:13.073
01,1070,537,570,4.831107139587402,07/05/2017 09:09:35.263
01,1074,536,570,4.831107139587402,07/05/2017 09:38:58.963
01,1086,537,572,4.831107139587402,07/05/2017 10:08:23.605
01,1074,538,570,4.852021217346191,07/05/2017 10:37:55.854
01,1086,540,575,4.873116970062256,07/05/2017 11:07:33.036
01,1073,540,573,4.8943963050842285,07/05/2017 11:37:15.415
01,1079,541,575,4.8943963050842285,07/05/2017 12:07:04.073
01,1074,545,573,4.8943963050842285,07/05/2017 12:36:49.452
01,1071,544,577,4.915863037109375,07/05/2017 13:06:41.603
01,1059,541,575,4.93751859664917,07/05/2017 13:36:44.202
01,1063,544,577,4.93751859664917,07/05/2017 14:06:42.893
01,1064,545,578,4.93751859664917,07/05/2017 14:36:42.515
01,1064,542,576,4.915863037109375,07/05/2017 15:06:21.260
01,1060,540,573,4.8943963050842285,07/05/2017 15:35:54.832
01,1075,543,575,4.8943963050842285,07/05/2017 16:05:36.780
01,1069,540,575,4.8943963050842285,07/05/2017 16:35:12.932
01,1087,544,578,4.8943963050842285,07/05/2017 17:04:47.519
01,1085,542,577,4.8943963050842285,07/05/2017 17:34:29.559
01,1094,542,576,4.8943963050842285,07/05/2017 18:04:09.176
01,1085,539,575,4.8943963050842285,07/05/2017 18:33:49.105
01,1096,539,576,4.8943963050842285,07/05/2017 19:03:27.383
01,1091,539,572,4.8943963050842285,07/05/2017 19:33:03.768
01,1105,538,574,4.873116970062256,07/05/2017 20:02:35.037
01,1118,537,573,4.852021217346191,07/05/2017 20:32:02.093
01,1121,538,572,4.852021217346191,07/05/2017 21:01:27.397
01,1140,535,574,4.831107139587402,07/05/2017 21:30:52.093
01,1137,534,573,4.831107139587402,07/05/2017 22:00:16.382
01,1157,536,571,4.831107139587402,07/05/2017 22:29:40.371
01,1160,535,570,4.810372829437256,07/05/2017 22:59:04.173
01,1174,533,570,4.810372829437256,07/05/2017 23:28:27.819
01,1187,535,572,4.810372829437256,07/05/2017 23:57:51.245
01,1201,536,574,4.789815425872803,08/05/2017 00:27:14.512
01,1208,535,571,4.789815425872803,08/05/2017 00:56:37.676
01,1224,535,568,4.789815425872803,08/05/2017 01:26:00.878
01,1220,535,569,4.789815425872803,08/05/2017 01:55:23.992
01,1229,534,569,4.789815425872803,08/05/2017 02:24:46.966
01,1247,537,573,4.76943302154541,08/05/2017 02:54:10.014
01,1252,537,571,4.76943302154541,08/05/2017 03:23:32.543
01,1258,536,568,4.76943302154541,08/05/2017 03:52:55.173
01,1263,538,570,4.76943302154541,08/05/2017 04:22:17.482
01,1272,538,571,4.749223709106445,08/05/2017 04:51:39.969
01,1281,537,573,4.749223709106445,08/05/2017 05:21:02.025
01,1290,537,570,4.749223709106445,08/05/2017 05:50:23.715
01,1292,539,570,4.729184627532959,08/05/2017 06:19:45.160
01,1296,537,571,4.729184627532959,08/05/2017 06:49:06.654
01,1298,538,570,4.729184627532959,08/05/2017 07:18:28.041
01,1309,539,573,4.709314346313477,08/05/2017 07:47:49.355
01,1308,539,570,4.709314346313477,08/05/2017 08:17:10.675
01,1323,540,571,4.709314346313477,08/05/2017 08:46:32.060
01,1314,539,568,4.709314346313477,08/05/2017 09:15:54.684
01,1324,540,571,4.729184627532959,08/05/2017 09:45:19.816
01,1329,542,573,4.76943302154541,08/05/2017 10:14:52.930
01,1314,541,572,4.76943302154541,08/05/2017 10:44:28.289
01,1356,542,569,4.76943302154541,08/05/2017 11:13:58.535
01,1709,543,575,4.76943302154541,08/05/2017 11:43:34.605
01,1698,545,575,4.789815425872803,08/05/2017 12:13:13.867
01,1660,547,576,4.789815425872803,08/05/2017 12:42:57.723
01,1614,542,570,4.810372829437256,08/05/2017 13:12:42.811
01,1601,545,575,4.76943302154541,08/05/2017 13:42:15.114
01,1583,547,573,4.76943302154541,08/05/2017 14:11:51.742
01,1567,547,574,4.789815425872803,08/05/2017 14:41:33.591
01,1539,545,572,4.789815425872803,08/05/2017 15:11:19.586
01,1521,546,574,4.789815425872803,08/05/2017 15:41:01.183
01,1512,546,575,4.670070171356201,08/05/2017 16:11:33.184
01,2147,544,574,4.729184627532959,08/05/2017 16:41:26.413
01,2155,545,574,4.709314346313477,08/05/2017 17:11:13.506
01,2055,540,572,4.689610004425049,08/05/2017 17:40:57.659
