when,module,battery,15cm,15cm_bias,45cm,45cm_bias,75cm,75cm_bias
2017-05-04T17:01:39.463Z,02,5.197088241577148,830,-238,729,-54,5839,-728
2017-05-04T18:31:02.872Z,02,5.197088241577148,819,-248,713,-56,5789,-720
2017-05-09T01:58:35.675Z,02,4.948532581329346,814,-227,621,-2,6514,-597
2017-05-09T02:28:21.740Z,02,4.948532581329346,819,-231,621,4,6510,-614
2017-05-09T02:58:07.668Z,02,4.948532581329346,818,-233,619,3,6484,-614
2017-05-09T03:27:53.679Z,02,4.948532581329346,822,-231,622,4,6494,-593
2017-05-09T03:57:39.914Z,02,4.948532581329346,823,-233,622,5,6485,-612
2017-05-09T04:27:26.343Z,02,4.948532581329346,825,-234,623,2,6467,-592
2017-05-09T04:57:12.603Z,02,4.948532581329346,827,-232,623,9,6453,-608
2017-05-09T05:26:58.667Z,02,4.927110195159912,825,-225,623,0,6421,-620
2017-05-09T05:56:44.641Z,02,4.927110195159912,825,-230,623,3,6410,-604
2017-05-09T06:26:30.566Z,02,4.927110195159912,829,-234,622,1,6405,-594
2017-05-09T06:56:16.774Z,02,4.927110195159912,834,-232,625,3,6423,-609
2017-05-09T07:26:02.918Z,02,4.927110195159912,831,-236,622,1,6398,-602
2017-05-09T07:55:48.898Z,02,4.927110195159912,834,-229,626,5,6402,-588
2017-05-09T08:25:34.876Z,02,4.927110195159912,836,-226,626,4,6400,-596
2017-05-09T08:55:20.820Z,02,4.927110195159912,835,-225,626,3,6393,-604
2017-05-09T09:25:07.235Z,02,4.927110195159912,838,-241,625,8,6383,-625
2017-05-07T14:29:30.424Z,02,5.058499813079834,908,-221,622,-5,7708,-803
2017-05-07T14:59:12.340Z,02,5.058499813079834,907,-217,620,-6,7738,-802
2017-05-07T17:27:03.260Z,02,5.058499813079834,936,-219,615,-1,8034,-811
2017-05-07T17:56:42.508Z,02,5.058499813079834,940,-221,614,-5,8091,-808
2017-05-07T18:26:22.817Z,02,5.058499813079834,940,-223,614,-2,8139,-838
2017-05-07T18:56:01.503Z,02,5.058499813079834,938,-207,614,-8,8136,-792
2017-05-07T19:55:04.896Z,02,5.058499813079834,951,-222,610,-1,8178,-805
2017-05-07T20:24:28.443Z,02,5.036116600036621,952,-217,608,-10,8185,-786
2017-05-07T20:53:49.643Z,02,5.036116600036621,965,-221,606,-3,8196,-776
2017-05-07T21:23:10.022Z,02,5.036116600036621,973,-215,607,-6,8203,-761
2017-05-07T23:49:47.272Z,02,5.013930797576904,1011,-237,603,5,8205,-822
2017-05-08T01:47:03.113Z,02,4.991940021514893,1033,-230,605,-2,8173,-784
2017-05-08T03:14:59.594Z,02,4.991940021514893,1044,-233,605,4,8060,-740
2017-05-08T04:13:36.516Z,02,4.991940021514893,1055,-242,604,9,7970,-750
2017-05-08T05:12:13.307Z,02,4.991940021514893,1062,-238,607,3,7922,-732
2017-05-04T20:58:50.490Z,02,5.173465251922607,828,-230,692,-52,5765,-695
2017-05-05T01:53:03.598Z,02,5.126857757568359,847,-239,682,-45,5049,-572
2017-05-05T05:48:19.877Z,02,5.103867053985596,850,-243,685,-51,4532,-538
2017-05-05T06:17:43.641Z,02,5.103867053985596,852,-251,683,-50,4478,-539
2017-05-05T06:47:07.415Z,02,5.103867053985596,857,-249,686,-49,4448,-528
2017-05-05T07:45:55.221Z,02,5.103867053985596,870,-251,687,-48,4347,-522
2017-05-05T08:15:19.162Z,02,5.081082344055176,874,-247,687,-48,4302,-519
2017-05-05T09:14:07.978Z,02,5.081082344055176,889,-251,687,-46,4213,-516
2017-05-05T10:13:06.951Z,02,5.081082344055176,904,-256,687,-47,4120,-509
2017-05-05T11:12:13.165Z,02,5.103867053985596,919,-257,685,-42,4033,-514
2017-05-05T11:41:56.725Z,02,5.103867053985596,924,-259,688,-41,4012,-517
2017-05-05T13:11:41.107Z,02,5.103867053985596,878,-256,687,-46,3911,-496
2017-05-05T14:11:50.691Z,02,5.126857757568359,852,-256,686,-40,3870,-508
2017-05-05T14:41:57.769Z,02,5.126857757568359,843,-247,686,-47,3850,-493
2017-05-05T16:12:13.915Z,02,5.1500563621521,814,-235,680,-47,3789,-477
2017-05-09T09:54:54.585Z,02,4.927110195159912,837,-239,625,7,6372,-611
2017-05-09T10:24:44.803Z,02,4.927110195159912,833,-231,626,3,6389,-577
2017-05-09T10:54:35.578Z,02,4.927110195159912,826,-225,626,-1,6405,-571
2017-05-09T11:24:28.573Z,02,4.948532581329346,826,-232,625,5,6429,-586
2017-05-09T11:54:19.914Z,02,4.948532581329346,821,-238,628,5,6437,-627
2017-05-08T05:41:31.258Z,02,4.991940021514893,1069,-238,608,2,7906,-723
2017-05-08T06:10:49.039Z,02,4.970141410827637,1075,-233,610,1,7898,-707
2017-05-08T06:40:06.804Z,02,4.970141410827637,1082,-233,610,1,7870,-708
2017-05-08T07:09:24.524Z,02,4.970141410827637,1086,-238,611,1,7833,-733
2017-05-08T07:38:42.157Z,02,4.970141410827637,1086,-239,608,-2,7779,-726
2017-05-08T08:07:59.702Z,02,4.970141410827637,1093,-244,611,2,7764,-744
2017-05-08T08:37:17.375Z,02,4.970141410827637,1099,-238,613,-2,7701,-716
2017-05-08T09:06:35.644Z,02,4.970141410827637,1100,-238,614,7,7677,-698
2017-05-08T09:35:55.790Z,02,4.970141410827637,1104,-235,616,5,7642,-709
2017-05-08T10:05:20.187Z,02,4.970141410827637,1102,-236,614,6,7612,-709
2017-05-05T17:12:03.897Z,02,5.1500563621521,796,-231,673,-46,3736,-454
2017-05-05T19:10:55.519Z,02,5.126857757568359,794,-222,665,-48,3611,-449
2017-05-05T19:40:33.893Z,02,5.126857757568359,796,-228,663,-50,3585,-448
2017-05-05T20:39:38.442Z,02,5.103867053985596,804,-241,658,-35,3551,-456
2017-05-05T21:09:04.914Z,02,5.103867053985596,807,-226,658,-46,3528,-429
2017-05-05T21:38:30.541Z,02,5.103867053985596,811,-234,652,-34,3507,-451
2017-05-05T23:06:44.702Z,02,5.081082344055176,823,-236,652,-41,3465,-437
2017-05-06T00:05:32.649Z,02,5.081082344055176,829,-236,652,-33,3415,-438
2017-05-06T00:34:56.243Z,02,5.081082344055176,828,-228,651,-32,3375,-423
2017-05-06T02:03:05.664Z,02,5.058499813079834,837,-237,653,-38,3323,-417
2017-05-06T03:01:52.091Z,02,5.058499813079834,840,-233,652,-35,3283,-426
2017-05-06T04:00:37.650Z,02,5.058499813079834,847,-237,654,-32,3243,-419
2017-05-06T04:59:22.259Z,02,5.036116600036621,847,-234,653,-35,3199,-416
2017-05-06T05:58:07.265Z,02,5.036116600036621,852,-241,655,-33,3168,-394
2017-05-06T06:56:52.701Z,02,5.036116600036621,855,-234,657,-34,3129,-390
2017-05-06T07:26:15.418Z,02,5.036116600036621,851,-225,656,-41,3106,-370
2017-05-06T08:25:00.652Z,02,5.036116600036621,855,-227,656,-35,3084,-390
2017-05-06T08:54:22.911Z,02,5.036116600036621,854,-224,656,-43,3060,-374
2017-05-06T09:23:45.615Z,02,5.036116600036621,858,-243,657,-25,3051,-397
2017-05-06T09:53:10.047Z,02,5.036116600036621,860,-235,660,-35,3039,-391
2017-05-06T12:21:29.322Z,02,5.058499813079834,821,-228,661,-37,2982,-380
2017-05-06T13:21:20.517Z,02,5.081082344055176,799,-226,662,-36,2957,-391
2017-05-06T13:51:20.761Z,02,5.081082344055176,789,-227,659,-32,2945,-377
2017-05-06T14:21:24.774Z,02,5.081082344055176,786,-222,663,-37,2945,-378
2017-05-06T14:51:22.615Z,02,5.103867053985596,781,-229,659,-33,2932,-385
2017-05-06T15:21:24.524Z,02,5.103867053985596,778,-222,660,-32,2923,-373
2017-05-06T16:24:18.115Z,02,5.081082344055176,773,-219,657,-31,2946,-382
2017-05-06T17:23:53.680Z,02,5.081082344055176,771,-224,650,-28,3595,-499
2017-05-06T17:53:39.663Z,02,5.103867053985596,769,-217,649,-23,3960,-541
2017-05-06T18:23:21.437Z,02,5.081082344055176,770,-216,644,-30,4268,-599
2017-05-06T19:22:31.253Z,02,5.081082344055176,776,-223,638,-28,4875,-721
2017-05-06T20:21:30.962Z,02,5.081082344055176,797,-219,634,-26,5325,-765
2017-05-06T22:18:52.402Z,02,5.058499813079834,831,-222,625,-20,6100,-827
2017-05-06T23:17:30.495Z,02,5.036116600036621,843,-224,619,-13,6359,-841
2017-05-06T23:46:49.317Z,02,5.036116600036621,854,-221,620,-9,6491,-834
2017-05-07T00:16:08.234Z,02,5.036116600036621,856,-223,617,-10,6572,-838
2017-05-07T01:14:46.863Z,02,5.036116600036621,875,-219,617,-13,6752,-806
2017-05-07T05:38:33.659Z,02,5.013930797576904,922,-220,617,-9,7287,-764
2017-05-07T06:37:09.916Z,02,5.013930797576904,937,-227,617,-1,7346,-785
2017-05-07T07:35:45.953Z,02,5.013930797576904,947,-226,620,-2,7388,-770
2017-05-07T10:31:41.954Z,02,5.013930797576904,966,-239,623,-1,7384,-749
2017-05-07T12:00:24.161Z,02,5.036116600036621,948,-225,626,-6,7494,-764
2017-05-07T12:30:02.063Z,02,5.036116600036621,942,-216,627,-16,7508,-733
2017-05-07T12:59:46.110Z,02,5.036116600036621,938,-224,625,-8,7583,-769
2017-05-07T13:29:39.927Z,02,5.036116600036621,926,-220,629,-5,7626,-769
2017-05-07T15:28:40.960Z,02,5.058499813079834,914,-213,618,-11,7822,-789
2017-05-07T15:58:17.745Z,02,5.058499813079834,925,-214,619,-6,7886,-786
2017-05-07T16:27:52.263Z,02,5.058499813079834,930,-215,616,-8,7940,-797
2017-05-07T16:57:20.595Z,02,5.036116600036621,942,-225,618,3,8026,-829
2017-05-07T19:25:34.939Z,02,5.058499813079834,941,-217,609,-5,8168,-796
2017-05-07T21:52:29.946Z,02,5.013930797576904,982,-234,603,-3,8211,-829
2017-05-07T22:21:49.586Z,02,5.013930797576904,989,-232,601,1,8199,-819
2017-05-07T22:51:08.921Z,02,5.013930797576904,1001,-226,603,2,8214,-797
2017-05-07T23:20:28.142Z,02,5.013930797576904,1006,-227,604,3,8215,-791
2017-05-08T00:19:06.237Z,02,5.013930797576904,1019,-239,604,6,8206,-794
2017-05-08T00:48:25.184Z,02,4.991940021514893,1020,-221,604,-4,8183,-772
2017-05-08T01:17:44.113Z,02,4.991940021514893,1028,-226,604,-3,8187,-772
2017-05-08T02:16:21.993Z,02,4.991940021514893,1037,-225,606,-2,8138,-767
2017-05-08T02:45:41.029Z,02,4.991940021514893,1039,-225,605,-2,8101,-776
2017-05-08T03:44:18.151Z,02,4.991940021514893,1045,-233,603,4,8011,-745
2017-05-08T04:42:54.960Z,02,4.991940021514893,1060,-236,607,7,7971,-731
