when,module,battery,15cm,15cm_bias,45cm,45cm_bias,75cm,75cm_bias
2017-04-26T02:50:33.148Z,02,5.269270420074463,795,257,713,-51,1062,-188
2017-04-26T01:50:58.322Z,02,5.269270420074463,792,256,713,-57,1068,-191
2017-04-26T03:20:20.352Z,02,5.244987964630127,794,240,711,-49,1054,-195
2017-04-26T04:19:54.754Z,02,5.173465251922607,793,249,708,-47,1047,-189
2017-04-26T03:50:07.442Z,02,5.244987964630127,794,254,708,-44,1054,-184
2017-04-26T04:49:42.179Z,02,5.081082344055176,799,254,705,-37,1050,-182
2017-04-26T05:19:29.528Z,02,5.244987964630127,796,249,705,-50,1048,-179
2017-04-26T05:49:16.770Z,02,5.058499813079834,798,254,707,-42,1049,-180
2017-04-26T06:19:04.049Z,02,5.244987964630127,790,245,701,-42,1038,-184
2017-04-26T06:48:51.029Z,02,5.197088241577148,792,243,701,-48,1033,-175
2017-04-26T07:18:37.798Z,02,5.103867053985596,797,253,703,-38,1041,-176
2017-04-26T07:48:24.484Z,02,5.173465251922607,797,243,702,-37,1035,-174
2017-04-26T08:18:10.996Z,02,5.126857757568359,798,244,700,-47,1033,-173
2017-04-26T08:47:57.568Z,02,5.173465251922607,799,246,701,-42,1029,-173
2017-04-26T10:17:30.940Z,02,5.103867053985596,793,234,698,-32,1023,-177
2017-04-26T09:17:45.065Z,02,5.1500563621521,798,247,700,-35,1032,-174
2017-04-26T09:47:36.058Z,02,5.103867053985596,798,244,700,-38,1028,-173
2017-04-26T10:47:29.656Z,02,5.197088241577148,788,227,698,-42,1024,-182
2017-04-26T11:47:40.556Z,02,5.220928192138672,771,231,698,-24,1022,-184
2017-04-26T11:17:35.664Z,02,5.220928192138672,782,242,701,-42,1029,-176
2017-04-26T12:17:46.523Z,02,5.244987964630127,767,238,699,-35,1022,-168
2017-04-26T13:18:04.155Z,02,5.244987964630127,771,228,697,-41,1020,-167
2017-04-26T12:47:54.332Z,02,5.244987964630127,768,231,697,-40,1015,-174
2017-04-26T13:48:27.343Z,02,5.244987964630127,763,237,697,-45,1018,-164
2017-04-26T14:18:57.945Z,02,5.244987964630127,754,224,694,-35,1015,-179
2017-04-26T14:49:27.004Z,02,5.220928192138672,748,233,695,-32,1021,-170
2017-04-26T15:19:49.393Z,02,5.244987964630127,742,217,691,-30,1018,-178
2017-04-26T15:50:12.541Z,02,5.244987964630127,739,227,689,-40,1013,-174
2017-04-26T16:20:22.750Z,02,5.244987964630127,741,228,686,-42,1009,-168
2017-04-26T16:50:28.685Z,02,5.220928192138672,744,237,683,-41,1010,-163
2017-04-26T17:20:34.423Z,02,5.244987964630127,753,234,684,-48,1017,-170
2017-04-26T17:50:49.733Z,02,5.220928192138672,752,227,681,-35,1007,-169
2017-04-26T18:20:56.167Z,02,5.220928192138672,760,235,681,-40,1011,-173
2017-04-26T19:50:41.720Z,02,5.220928192138672,784,234,670,-34,1008,-164
2017-04-26T18:50:52.249Z,02,5.197088241577148,765,238,676,-45,1006,-174
2017-04-26T19:20:47.196Z,02,5.220928192138672,775,239,673,-37,1010,-169
2017-04-26T20:50:26.170Z,02,5.197088241577148,800,237,665,-35,998,-151
2017-04-26T21:20:15.782Z,02,5.197088241577148,810,247,665,-45,998,-160
2017-04-26T21:50:04.607Z,02,5.197088241577148,822,251,665,-31,997,-159
2017-04-26T22:49:41.336Z,02,5.173465251922607,839,250,660,-41,992,-159
2017-04-26T20:20:35.583Z,02,5.197088241577148,787,238,668,-35,1000,-163
2017-04-26T23:49:17.738Z,02,5.1500563621521,857,240,663,-31,1000,-164
2017-04-27T00:19:05.784Z,02,5.173465251922607,866,245,660,-32,995,-161
2017-04-27T00:48:53.640Z,02,5.126857757568359,871,235,660,-27,995,-157
2017-04-27T01:18:41.028Z,02,5.126857757568359,879,251,663,-29,997,-157
2017-04-26T22:19:53.063Z,02,5.173465251922607,832,238,663,-33,999,-160
2017-04-26T23:19:29.554Z,02,5.1500563621521,847,251,661,-39,996,-160
2017-04-27T03:17:48.259Z,02,5.103867053985596,904,242,661,-26,987,-160
2017-04-27T03:47:34.620Z,02,5.103867053985596,913,247,662,-25,990,-151
2017-04-27T01:48:28.148Z,02,5.1500563621521,890,250,662,-31,995,-161
2017-04-27T02:18:15.037Z,02,5.1500563621521,893,251,661,-33,989,-153
2017-04-27T04:47:07.643Z,02,5.103867053985596,921,245,662,-23,989,-158
2017-04-27T02:48:01.737Z,02,5.126857757568359,901,241,659,-19,994,-169
2017-04-27T07:45:46.021Z,02,4.927110195159912,954,250,661,-23,983,-150
2017-04-27T05:16:54.125Z,02,5.103867053985596,929,252,663,-30,993,-156
2017-04-27T10:14:49.532Z,02,5.126857757568359,969,262,668,-26,1026,-181
2017-04-27T10:44:46.958Z,02,5.126857757568359,969,250,670,-27,1037,-188
2017-04-27T08:15:32.274Z,02,4.970141410827637,960,245,667,-24,996,-159
2017-04-27T08:45:18.807Z,02,5.126857757568359,962,257,666,-33,995,-149
2017-04-27T11:44:33.951Z,02,5.126857757568359,970,256,666,-28,1033,-190
2017-04-27T12:44:20.255Z,02,5.126857757568359,979,253,668,-22,1045,-192
2017-04-27T15:14:00.633Z,02,5.103867053985596,990,267,861,-73,792,-171
2017-04-27T15:47:31.343Z,02,4.991940021514893,979,254,820,-55,731,-156
2017-04-28T17:53:36.472Z,02,5.036116600036621,903,250,714,-15,1066,-222
2017-04-28T18:23:14.945Z,02,4.991940021514893,905,242,710,-23,1067,-223
2017-04-28T19:22:40.157Z,02,5.013930797576904,910,246,702,-27,1079,-219
2017-04-28T21:20:37.324Z,02,4.991940021514893,935,254,691,-31,1084,-223
2017-04-28T22:48:50.108Z,02,4.970141410827637,955,257,686,-26,1102,-230
2017-04-28T23:18:13.650Z,02,4.970141410827637,956,258,686,-26,1096,-232
2017-04-28T23:47:36.768Z,02,4.970141410827637,961,251,679,-29,1100,-229
2017-04-29T00:16:59.292Z,02,4.948532581329346,966,268,682,-31,1104,-219
2017-04-29T01:15:44.361Z,02,4.948532581329346,977,262,684,-28,1106,-225
2017-04-27T09:15:05.971Z,02,5.126857757568359,970,262,665,-36,994,-152
2017-04-29T04:11:58.751Z,02,4.927110195159912,998,257,685,-26,1140,-228
2017-04-29T04:41:21.041Z,02,4.927110195159912,1006,259,684,-27,1190,-230
2017-04-29T05:10:43.138Z,02,4.927110195159912,1008,251,684,-22,1230,-235
2017-04-29T05:40:04.998Z,02,4.927110195159912,1014,261,684,-24,1247,-241
2017-04-29T06:09:26.697Z,02,4.905872344970703,1012,252,685,-17,1257,-248
2017-04-29T06:38:48.064Z,02,4.905872344970703,1018,266,688,-24,1262,-241
2017-04-29T07:08:09.458Z,02,4.905872344970703,1019,266,687,-23,1268,-239
2017-04-29T08:06:51.712Z,02,4.884817123413086,1024,252,684,-16,1275,-246
2017-04-29T12:32:17.789Z,02,4.927110195159912,984,241,689,-24,1308,-257
2017-04-29T15:01:52.832Z,02,4.970141410827637,932,243,686,-27,1324,-246
2017-04-29T15:31:57.344Z,02,4.970141410827637,922,244,685,-23,1321,-246
2017-04-29T17:34:44.386Z,02,4.948532581329346,898,227,679,-24,1337,-261
2017-04-29T19:33:20.381Z,02,4.948532581329346,916,233,668,-27,1339,-252
2017-04-29T22:59:05.288Z,02,4.927110195159912,976,244,661,-22,1346,-245
2017-04-30T00:56:31.544Z,02,4.905872344970703,999,245,654,-19,1343,-241
2017-04-30T01:55:14.051Z,02,4.905872344970703,1008,247,656,-20,1345,-251
2017-04-27T11:14:40.669Z,02,5.126857757568359,969,258,666,-37,1033,-184
2017-04-27T13:14:11.832Z,02,5.126857757568359,982,258,670,-26,1047,-191
2017-04-27T13:44:06.337Z,02,5.126857757568359,985,259,694,-31,1048,-191
2017-04-27T04:17:21.132Z,02,5.103867053985596,921,248,663,-24,991,-152
2017-04-30T03:23:15.878Z,02,4.905872344970703,1024,260,660,-20,1349,-243
2017-04-30T03:52:36.091Z,02,4.884817123413086,1034,256,661,-17,1355,-247
2017-04-30T04:51:16.369Z,02,4.884817123413086,1043,253,657,-19,1358,-236
2017-04-30T05:20:36.358Z,02,4.884817123413086,1048,252,659,-18,1361,-242
2017-04-30T05:49:56.474Z,02,4.884817123413086,1053,256,659,-18,1364,-242
2017-04-30T06:19:16.604Z,02,4.884817123413086,1059,259,662,-15,1367,-241
2017-04-30T07:17:55.578Z,02,4.884817123413086,1068,257,665,-22,1416,-235
2017-04-30T07:47:14.769Z,02,4.884817123413086,1075,258,665,-20,1436,-248
2017-04-30T08:16:33.990Z,02,4.8639421463012695,1078,246,664,-17,1443,-253
2017-04-30T10:13:53.759Z,02,4.8639421463012695,1190,298,1024,-83,1641,-278
2017-04-30T14:39:44.067Z,02,4.884817123413086,856,266,916,-94,2079,-324
2017-04-30T16:08:07.819Z,02,4.884817123413086,842,257,817,-71,2159,-370
2017-05-04T13:18:27.100Z,02,4.991940021514893,-1,0,-1,0,-1,0
2017-05-04T13:24:55.155Z,02,4.991940021514893,-1,0,-1,0,-1,0
2017-05-04T13:57:18.710Z,02,5.1500563621521,839,-190,678,30,-1,0
2017-05-04T13:58:14.475Z,02,5.036116600036621,892,-258,755,-58,5514,-763
2017-05-04T15:01:29.338Z,02,5.197088241577148,869,-264,748,-54,5660,-728
2017-05-04T15:31:32.981Z,02,5.197088241577148,864,-256,743,-62,5641,-705
2017-04-27T14:43:57.992Z,02,5.126857757568359,993,252,929,-71,878,-194
2017-04-28T20:21:46.736Z,02,5.013930797576904,921,259,697,-31,1085,-222
2017-04-28T21:50:01.796Z,02,4.991940021514893,943,253,690,-33,1096,-228
2017-04-28T22:19:26.089Z,02,4.970141410827637,949,257,685,-31,1094,-229
2017-04-29T01:45:06.643Z,02,4.948532581329346,983,260,684,-31,1107,-224
2017-04-29T07:37:30.662Z,02,4.905872344970703,1021,254,685,-17,1270,-248
2017-04-29T10:33:42.175Z,02,4.905872344970703,1029,259,689,-23,1298,-242
2017-04-29T14:31:54.960Z,02,4.970141410827637,941,247,689,-28,1319,-248
2017-04-29T16:01:55.073Z,02,4.991940021514893,915,238,687,-26,1333,-245
2017-04-29T19:03:48.426Z,02,4.948532581329346,908,246,671,-25,1340,-249
2017-04-29T20:32:13.131Z,02,4.948532581329346,934,248,665,-25,1336,-250
2017-04-29T22:00:20.972Z,02,4.927110195159912,965,246,661,-19,1341,-249
2017-04-29T23:28:26.969Z,02,4.927110195159912,985,251,662,-20,1349,-245
2017-04-29T23:57:48.845Z,02,4.905872344970703,990,255,661,-23,1351,-242
2017-04-30T01:25:52.813Z,02,4.905872344970703,1006,250,654,-21,1344,-245
2017-04-30T02:24:34.895Z,02,4.905872344970703,1018,246,659,-16,1349,-246
2017-04-30T04:21:56.335Z,02,4.884817123413086,1035,260,661,-23,1355,-239
2017-04-30T06:48:36.285Z,02,4.884817123413086,1065,253,664,-17,1376,-246
2017-04-30T08:45:53.374Z,02,4.8639421463012695,791,274,677,-17,1487,-272
2017-04-30T09:15:12.831Z,02,4.8639421463012695,882,258,1112,-97,1522,-257
2017-04-27T05:46:40.516Z,02,5.036116600036621,935,243,663,-26,990,-166
2017-04-27T06:16:26.897Z,02,5.058499813079834,944,250,665,-31,994,-154
2017-04-27T06:46:13.276Z,02,5.081082344055176,946,265,664,-30,986,-142
2017-04-27T07:15:59.693Z,02,4.948532581329346,949,262,666,-26,988,-146
2017-05-04T16:31:40.972Z,02,5.197088241577148,838,-247,729,-59,5759,-725
2017-05-04T18:01:19.772Z,02,5.197088241577148,816,-228,715,-57,5815,-721
2017-05-04T19:00:42.357Z,02,5.173465251922607,817,-232,707,-59,5793,-683
2017-05-04T19:30:17.892Z,02,5.173465251922607,821,-236,705,-52,5831,-712
2017-05-04T20:29:23.299Z,02,5.173465251922607,826,-235,698,-50,5800,-700
2017-05-04T21:57:41.877Z,02,5.1500563621521,836,-250,685,-47,5677,-673
2017-05-04T22:27:07.102Z,02,5.1500563621521,840,-243,687,-51,5622,-668
2017-05-05T00:54:12.477Z,02,5.126857757568359,849,-242,683,-40,5222,-611
2017-05-05T02:22:29.283Z,02,5.126857757568359,846,-248,680,-43,4967,-582
2017-05-05T03:21:19.085Z,02,5.103867053985596,824,-244,683,-38,4837,-579
2017-05-05T05:18:56.152Z,02,5.103867053985596,847,-252,682,-43,4589,-561
2017-05-05T07:16:31.202Z,02,5.103867053985596,864,-257,686,-48,4399,-532
2017-04-30T13:10:48.411Z,02,4.8227219581604,922,257,836,-56,1905,-320
2017-04-30T13:40:36.185Z,02,4.884817123413086,889,264,812,-65,1944,-318
2017-04-30T14:10:12.912Z,02,4.884817123413086,877,261,798,-57,1996,-325
2017-04-30T15:09:13.554Z,02,4.905872344970703,846,257,868,-80,2108,-345
2017-04-30T15:38:40.019Z,02,4.884817123413086,849,258,838,-71,2141,-361
2017-04-30T18:06:48.775Z,02,4.626676559448242,816,257,783,-50,2691,-514
2017-05-04T13:18:32.893Z,02,4.970141410827637,-1,0,-1,0,-1,0
2017-05-04T13:58:10.333Z,02,5.036116600036621,891,-255,754,-56,5512,-767
2017-05-04T13:58:27.473Z,02,5.036116600036621,892,-259,756,-58,5514,-752
2017-05-04T14:31:21.301Z,02,5.1500563621521,878,-260,751,-60,5625,-727
2017-05-04T17:31:37.257Z,02,5.197088241577148,818,-237,720,-64,5849,-696
2017-05-04T19:59:52.951Z,02,5.173465251922607,822,-248,700,-55,5804,-728
2017-05-04T21:28:16.425Z,02,5.1500563621521,833,-245,687,-45,5731,-709
2017-05-04T22:56:32.064Z,02,5.1500563621521,843,-240,684,-46,5534,-645
2017-05-04T23:25:56.854Z,02,5.126857757568359,840,-234,683,-49,5453,-612
2017-05-04T23:55:21.759Z,02,5.126857757568359,845,-248,681,-38,5383,-653
2017-05-05T00:24:47.054Z,02,5.126857757568359,847,-241,682,-41,5309,-629
2017-05-05T01:23:37.873Z,02,5.126857757568359,848,-253,680,-39,5142,-605
2017-05-05T02:51:54.782Z,02,5.126857757568359,822,-234,683,-44,4909,-577
2017-05-05T03:50:43.594Z,02,5.103867053985596,829,-245,681,-37,4768,-578
2017-05-05T04:20:07.830Z,02,5.103867053985596,838,-245,683,-35,4710,-548
2017-05-05T04:49:32.054Z,02,5.103867053985596,843,-238,684,-44,4637,-555
2017-05-05T08:44:43.033Z,02,5.081082344055176,882,-255,684,-43,4252,-513
2017-05-05T09:43:36.038Z,02,5.081082344055176,896,-259,687,-44,4166,-513
2017-05-05T10:42:37.897Z,02,5.103867053985596,912,-257,687,-48,4078,-506
2017-05-05T12:11:46.124Z,02,5.103867053985596,911,-253,687,-50,3967,-489
2017-05-05T12:41:41.217Z,02,5.103867053985596,896,-252,687,-49,3936,-498
2017-05-05T13:41:44.642Z,02,5.126857757568359,869,-250,686,-44,3896,-491
2017-05-05T15:12:07.916Z,02,5.126857757568359,829,-243,682,-45,3826,-489
2017-05-05T15:42:11.955Z,02,5.1500563621521,820,-242,679,-43,3802,-485
2017-04-27T09:44:55.176Z,02,5.126857757568359,972,253,669,-28,997,-162
2017-05-05T16:42:10.613Z,02,5.1500563621521,809,-235,678,-44,3761,-471
2017-05-05T17:41:53.953Z,02,5.126857757568359,792,-229,670,-54,3701,-463
2017-05-05T18:11:36.846Z,02,5.126857757568359,797,-231,671,-44,3687,-468
2017-05-05T18:41:18.463Z,02,5.126857757568359,793,-218,668,-47,3644,-447
2017-05-05T20:10:08.981Z,02,5.126857757568359,797,-224,661,-46,3555,-452
2017-05-05T22:07:55.480Z,02,5.081082344055176,818,-228,654,-27,3495,-442
2017-05-05T22:37:20.168Z,02,5.081082344055176,820,-228,652,-37,3477,-431
2017-05-05T23:36:08.828Z,02,5.081082344055176,827,-238,651,-35,3438,-439
2017-05-06T01:04:19.563Z,02,5.058499813079834,830,-226,650,-37,3355,-419
2017-05-06T01:33:42.748Z,02,5.058499813079834,831,-234,650,-35,3333,-429
2017-05-06T02:32:28.884Z,02,5.058499813079834,839,-228,652,-38,3302,-419
2017-05-06T03:31:15.009Z,02,5.058499813079834,842,-235,652,-30,3262,-426
2017-05-06T04:29:59.971Z,02,5.036116600036621,848,-236,656,-32,3223,-406
2017-05-06T05:28:44.667Z,02,5.036116600036621,848,-233,653,-35,3178,-397
2017-04-27T12:14:28.078Z,02,5.126857757568359,973,253,669,-25,1041,-191
2017-04-28T17:23:51.461Z,02,5.058499813079834,902,247,718,-22,1061,-233
2017-04-28T18:52:57.386Z,02,5.013930797576904,908,244,706,-22,1072,-231
2017-04-28T19:52:17.746Z,02,5.013930797576904,914,255,698,-31,1084,-224
2017-04-28T20:51:12.577Z,02,4.991940021514893,925,265,693,-35,1083,-223
2017-04-29T00:46:21.791Z,02,4.948532581329346,974,258,682,-32,1110,-220
2017-04-29T02:14:28.964Z,02,4.948532581329346,985,261,684,-27,1112,-227
2017-04-29T02:43:51.482Z,02,4.948532581329346,990,256,686,-20,1108,-228
2017-04-29T03:13:13.699Z,02,4.948532581329346,993,263,684,-22,1108,-227
2017-04-29T03:42:36.240Z,02,4.927110195159912,996,263,686,-26,1109,-222
2017-05-06T06:27:30.005Z,02,5.036116600036621,853,-242,656,-33,3150,-394
2017-05-06T07:55:38.192Z,02,5.036116600036621,853,-238,656,-32,3091,-399
2017-05-06T10:22:38.860Z,02,5.036116600036621,853,-234,657,-31,3017,-392
2017-05-06T10:52:13.621Z,02,5.036116600036621,843,-227,662,-40,3006,-361
2017-05-06T11:21:52.689Z,02,5.058499813079834,837,-233,658,-29,3001,-406
2017-05-06T11:51:38.565Z,02,5.058499813079834,826,-222,664,-37,2990,-373
2017-05-06T12:51:19.589Z,02,5.058499813079834,813,-226,662,-34,2977,-388
2017-05-06T15:54:25.261Z,02,5.058499813079834,779,-221,656,-31,2922,-373
2017-05-06T16:54:05.414Z,02,5.081082344055176,769,-211,654,-37,3199,-398
2017-05-06T18:52:56.916Z,02,5.081082344055176,773,-213,641,-30,4582,-653
2017-05-06T19:52:03.458Z,02,5.081082344055176,778,-215,635,-29,5103,-748
2017-05-06T20:50:52.975Z,02,5.058499813079834,806,-218,631,-24,5535,-786
2017-05-06T21:20:13.346Z,02,5.058499813079834,814,-225,627,-12,5751,-810
2017-05-06T21:49:33.052Z,02,5.058499813079834,819,-217,623,-21,5906,-817
2017-05-06T22:48:11.676Z,02,5.036116600036621,839,-228,620,-10,6236,-859
2017-05-08T10:34:49.889Z,02,4.991940021514893,1090,-235,612,3,7557,-715
2017-05-08T11:04:15.458Z,02,4.991940021514893,1094,-240,618,7,7553,-678
2017-05-08T11:33:43.931Z,02,4.991940021514893,1094,-238,621,4,7504,-679
2017-05-08T12:03:16.017Z,02,4.991940021514893,1086,-245,621,12,7418,-672
2017-05-08T12:32:52.804Z,02,4.991940021514893,1083,-228,620,3,7360,-668
2017-05-08T13:02:34.003Z,02,4.991940021514893,1073,-238,619,-2,7291,-674
2017-05-08T13:32:03.670Z,02,4.991940021514893,1075,-232,618,6,7248,-654
2017-05-08T14:01:34.324Z,02,4.991940021514893,1079,-235,619,0,7191,-673
2017-05-08T14:31:08.731Z,02,4.991940021514893,1082,-229,619,2,7142,-658
2017-05-08T15:00:50.656Z,02,5.013930797576904,1073,-232,621,0,7075,-655
2017-05-08T15:30:30.485Z,02,5.013930797576904,1069,-227,618,1,7033,-673
2017-05-08T16:00:06.491Z,02,5.013930797576904,1069,-233,621,-2,6976,-645
2017-05-08T16:29:41.568Z,02,5.013930797576904,1068,-238,619,2,6940,-655
2017-05-08T17:02:09.304Z,02,4.948532581329346,1076,-245,616,7,6867,-652
2017-05-08T17:32:03.016Z,02,4.970141410827637,1083,-236,618,0,6815,-630
2017-04-29T08:36:12.649Z,02,4.905872344970703,1025,263,682,-24,1272,-247
2017-04-29T09:05:33.780Z,02,4.905872344970703,1024,260,686,-24,1278,-240
2017-04-29T09:34:55.683Z,02,4.905872344970703,1026,256,684,-26,1284,-250
2017-04-29T10:04:18.227Z,02,4.905872344970703,1031,262,684,-20,1293,-248
2017-04-29T11:32:50.040Z,02,4.8639421463012695,1006,254,686,-24,1293,-243
2017-04-29T12:02:32.216Z,02,4.905872344970703,995,256,689,-29,1302,-237
2017-04-29T13:02:04.943Z,02,4.8227219581604,976,251,688,-19,1309,-243
2017-04-29T13:32:01.788Z,02,4.927110195159912,963,240,689,-21,1315,-244
2017-04-29T14:01:55.324Z,02,4.927110195159912,952,247,690,-27,1319,-241
2017-04-29T16:31:54.127Z,02,4.970141410827637,905,241,682,-24,1326,-249
2017-04-29T17:04:52.019Z,02,4.927110195159912,900,240,680,-21,1330,-244
2017-04-29T18:04:32.358Z,02,4.970141410827637,894,235,676,-28,1334,-253
2017-04-29T18:34:14.476Z,02,4.948532581329346,899,245,673,-27,1339,-251
2017-04-29T20:02:48.551Z,02,4.948532581329346,926,250,666,-24,1334,-249
2017-04-29T21:01:35.977Z,02,4.927110195159912,943,238,660,-20,1336,-244
2017-04-29T21:30:58.722Z,02,4.927110195159912,954,235,661,-18,1341,-248
2017-04-29T22:29:43.307Z,02,4.927110195159912,972,247,661,-19,1344,-246
2017-04-30T00:27:10.295Z,02,4.905872344970703,997,250,656,-19,1348,-247
2017-04-30T02:53:55.513Z,02,4.905872344970703,1021,256,661,-22,1348,-238
2017-04-30T09:44:32.851Z,02,4.8639421463012695,1510,373,1457,-190,1581,-256
2017-05-07T00:45:27.470Z,02,5.036116600036621,861,-214,618,-11,6674,-815
2017-05-07T01:44:05.887Z,02,5.036116600036621,882,-221,617,-10,6833,-820
2017-05-07T02:13:24.917Z,02,5.036116600036621,888,-221,618,-10,6928,-819
2017-05-07T02:42:43.993Z,02,5.013930797576904,893,-217,618,-11,6996,-800
2017-05-07T03:12:02.702Z,02,5.013930797576904,895,-225,616,-12,7057,-818
2017-05-07T03:41:21.089Z,02,5.013930797576904,901,-222,616,-10,7124,-828
2017-05-07T04:10:39.427Z,02,5.013930797576904,910,-232,618,-11,7201,-810
2017-05-07T04:39:57.602Z,02,5.013930797576904,912,-224,617,-13,7225,-814
2017-05-07T05:09:15.722Z,02,5.013930797576904,920,-227,619,-9,7280,-791
2017-05-07T06:07:51.754Z,02,5.013930797576904,930,-225,617,-2,7326,-790
2017-05-07T07:06:28.000Z,02,5.013930797576904,941,-236,617,2,7359,-798
2017-05-07T08:05:03.815Z,02,4.991940021514893,953,-229,620,-2,7398,-772
2017-05-07T08:34:21.713Z,02,4.991940021514893,953,-230,618,-5,7375,-765
2017-05-07T09:03:39.700Z,02,4.991940021514893,956,-233,618,-4,7361,-756
2017-05-07T09:32:58.510Z,02,4.991940021514893,962,-224,622,-8,7368,-726
2017-05-07T10:02:18.055Z,02,4.991940021514893,965,-222,622,-9,7349,-727
2017-05-07T11:01:10.020Z,02,5.013930797576904,965,-228,627,-7,7427,-774
2017-05-07T11:30:42.604Z,02,5.013930797576904,959,-228,628,-7,7471,-764
2017-05-07T13:59:34.058Z,02,5.058499813079834,910,-223,623,-5,7652,-779
2017-05-08T18:01:53.636Z,02,4.970141410827637,1093,-247,617,-1,6771,-624
2017-05-08T18:31:43.385Z,02,4.970141410827637,1064,-236,616,4,6729,-625
2017-05-08T19:01:32.580Z,02,4.970141410827637,985,-228,615,3,6705,-616
2017-05-08T19:31:22.097Z,02,4.970141410827637,939,-225,615,4,6681,-604
2017-05-08T20:01:11.755Z,02,4.970141410827637,919,-228,616,1,6646,-608
2017-05-08T20:31:00.333Z,02,4.970141410827637,908,-221,618,2,6623,-621
2017-05-08T21:00:48.127Z,02,4.970141410827637,900,-234,615,0,6605,-658
2017-05-08T21:30:35.854Z,02,4.970141410827637,890,-235,614,-1,6589,-617
2017-05-08T22:00:23.371Z,02,4.970141410827637,840,-218,616,-3,6572,-594
2017-05-08T22:30:10.430Z,02,4.970141410827637,818,-231,617,6,6567,-661
2017-05-08T22:59:57.350Z,02,4.970141410827637,805,-214,619,1,6556,-604
2017-05-08T23:29:44.141Z,02,4.948532581329346,805,-220,621,0,6558,-603
2017-05-08T23:59:30.728Z,02,4.948532581329346,803,-221,621,-5,6545,-595
2017-05-09T00:29:17.129Z,02,4.948532581329346,808,-228,623,-2,6550,-611
2017-05-09T00:59:03.397Z,02,4.948532581329346,812,-240,619,1,6537,-637
2017-05-09T01:28:49.573Z,02,4.948532581329346,815,-230,622,-3,6532,-602
2017-04-30T12:11:38.768Z,02,4.884817123413086,967,283,837,-69,1824,-296
2017-04-30T12:41:05.860Z,02,4.884817123413086,942,267,826,-63,1863,-302
2017-04-30T16:37:38.394Z,02,4.884817123413086,842,264,807,-63,2177,-358
2017-04-30T17:07:13.390Z,02,4.884817123413086,836,264,800,-64,2374,-416
2017-04-30T17:36:58.348Z,02,4.742343425750732,825,256,789,-54,2534,-473
2017-04-30T18:36:35.395Z,02,4.884817123413086,804,245,772,-50,2820,-547
2017-04-30T19:06:14.096Z,02,4.8639421463012695,797,252,764,-58,3020,-573
2017-05-04T13:13:24.207Z,02,5.081082344055176,-1,0,-1,0,-1,0
2017-05-04T16:01:39.140Z,02,5.197088241577148,850,-240,737,-60,5703,-718
