when,module,battery,15cm,15cm_bias,45cm,45cm_bias,75cm,75cm_bias
2017-04-27T09:29:40.027Z,01,4.98140811920166,862,427,243,-145,623,210
2017-04-27T10:57:27.420Z,01,5.0036468505859375,872,425,241,-143,625,208
2017-04-29T02:37:49.678Z,01,4.8943963050842285,1185,483,269,-119,575,190
2017-04-29T03:07:10.674Z,01,4.873116970062256,1176,480,267,-122,573,188
2017-04-29T04:05:53.308Z,01,4.873116970062256,1187,476,267,-114,570,185
2017-04-29T04:35:14.407Z,01,4.873116970062256,1195,506,268,-119,567,191
2017-04-29T05:04:35.283Z,01,4.873116970062256,1194,495,269,-120,568,190
2017-04-29T05:33:55.807Z,01,4.873116970062256,1192,475,270,-116,568,185
2017-04-29T06:03:16.189Z,01,4.873116970062256,1202,463,273,-122,570,192
2017-04-29T06:32:36.165Z,01,4.852021217346191,1203,495,270,-122,569,185
2017-04-29T07:01:56.050Z,01,4.852021217346191,1207,470,270,-119,569,183
2017-04-29T09:57:56.529Z,01,4.852021217346191,1225,493,276,-118,565,186
2017-04-29T10:56:54.124Z,01,4.852021217346191,1228,482,277,-116,567,187
2017-04-29T11:56:26.530Z,01,4.873116970062256,1198,486,277,-122,563,189
2017-04-29T13:56:11.721Z,01,4.8943963050842285,1169,480,282,-122,566,190
2017-04-29T14:56:20.619Z,01,4.8943963050842285,1163,470,281,-120,564,191
2017-04-29T15:26:29.438Z,01,4.8943963050842285,1155,452,280,-115,564,181
2017-04-29T15:56:32.924Z,01,4.8943963050842285,1156,471,281,-114,564,187
2017-04-29T18:26:53.506Z,01,4.873116970062256,1116,459,281,-117,562,188
2017-04-29T18:56:26.077Z,01,4.873116970062256,1116,461,282,-118,562,186
2017-04-29T19:55:25.043Z,01,4.873116970062256,1119,463,279,-118,559,186
2017-04-29T21:23:33.309Z,01,4.852021217346191,1153,475,280,-117,558,186
2017-04-29T22:51:37.168Z,01,4.831107139587402,1174,481,280,-118,556,190
2017-04-30T00:19:39.195Z,01,4.831107139587402,1183,492,278,-119,551,184
2017-04-30T01:18:19.979Z,01,4.810372829437256,1201,484,281,-120,553,186
2017-04-27T11:26:37.856Z,01,5.0036468505859375,885,397,243,-136,621,196
2017-04-27T11:55:47.712Z,01,5.0036468505859375,890,405,244,-136,621,196
2017-04-27T14:21:37.722Z,01,5.0036468505859375,938,432,245,-134,624,204
2017-04-27T04:10:16.231Z,01,5.0036468505859375,806,410,238,-144,634,209
2017-04-27T04:39:18.370Z,01,5.0036468505859375,813,400,238,-143,635,205
2017-04-27T05:08:20.359Z,01,5.0036468505859375,802,407,238,-143,629,202
2017-04-30T06:11:32.094Z,01,4.789815425872803,1246,463,283,-116,549,176
2017-04-30T08:38:01.698Z,01,4.76943302154541,1278,487,285,-119,547,183
2017-04-30T09:07:19.592Z,01,4.76943302154541,1209,590,291,-133,552,188
2017-04-30T09:36:38.015Z,01,4.76943302154541,1206,585,369,-164,555,188
2017-04-30T10:35:18.028Z,01,4.76943302154541,1179,573,350,-151,551,193
2017-04-30T11:04:40.126Z,01,4.76943302154541,1165,582,344,-150,549,188
2017-04-30T11:34:06.051Z,01,4.76943302154541,1144,557,336,-146,551,187
2017-04-30T12:03:37.184Z,01,4.76943302154541,1153,575,330,-141,551,187
2017-04-30T13:02:43.077Z,01,4.76943302154541,1135,581,325,-136,555,190
2017-04-30T16:29:41.823Z,01,4.76943302154541,1073,570,319,-134,559,198
2017-04-30T16:59:14.700Z,01,4.76943302154541,1061,563,319,-128,558,196
2017-04-30T19:27:13.871Z,01,4.789815425872803,1017,559,331,-142,561,201
2017-05-01T00:20:35.168Z,01,4.729184627532959,1028,564,346,-151,558,200
2017-05-01T01:48:27.819Z,01,4.709314346313477,1032,535,350,-142,562,190
2017-05-01T03:16:19.972Z,01,4.709314346313477,1033,547,354,-147,561,195
2017-05-01T03:45:37.162Z,01,4.709314346313477,1034,548,356,-149,558,196
2017-05-01T04:44:11.518Z,01,4.689610004425049,1037,532,362,-152,560,197
2017-05-01T05:42:45.886Z,01,4.689610004425049,1036,564,360,-156,559,199
2017-05-01T07:10:35.710Z,01,4.689610004425049,1041,554,367,-150,563,201
2017-05-01T08:09:07.986Z,01,4.670070171356201,1036,526,367,-149,561,200
2017-05-04T12:41:43.543Z,01,5.165054798126221,-1,0,-1,0,-1,0
2017-05-04T12:43:42.674Z,01,4.245518207550049,-1,0,-1,0,-1,0
2017-05-04T12:50:19.812Z,01,5.0036468505859375,-1,0,-1,0,-1,0
2017-05-04T13:59:35.928Z,01,5.117884635925293,947,-483,590,263,576,200
2017-05-04T16:00:11.315Z,01,5.141361236572266,947,-491,578,261,574,203
2017-04-27T15:41:39.669Z,01,4.98140811920166,950,423,244,-132,622,204
2017-04-28T17:48:07.985Z,01,4.959366321563721,1127,483,265,-122,593,196
2017-04-28T18:17:44.643Z,01,4.959366321563721,1120,481,262,-121,586,195
2017-04-28T18:47:19.882Z,01,4.959366321563721,1124,472,264,-115,593,198
2017-04-28T20:15:58.594Z,01,4.93751859664917,1132,485,268,-123,587,193
2017-04-28T22:42:57.398Z,01,4.915863037109375,1152,494,266,-114,578,189
2017-04-29T00:11:03.460Z,01,4.8943963050842285,1163,477,266,-121,575,193
2017-04-29T01:09:46.134Z,01,4.8943963050842285,1172,481,268,-116,575,191
2017-04-29T01:39:07.296Z,01,4.8943963050842285,1178,480,269,-119,576,192
2017-04-29T03:36:31.923Z,01,4.873116970062256,1185,469,268,-120,573,181
2017-04-29T09:28:35.169Z,01,4.852021217346191,1218,471,272,-120,566,182
2017-04-29T11:26:38.260Z,01,4.852021217346191,1208,499,278,-125,566,192
2017-04-29T12:56:10.887Z,01,4.873116970062256,1177,458,278,-112,565,185
2017-04-29T16:26:38.980Z,01,4.8943963050842285,1148,467,280,-118,567,190
2017-04-29T17:57:14.819Z,01,4.8943963050842285,1120,472,282,-121,564,186
2017-04-29T19:25:57.404Z,01,4.873116970062256,1117,477,283,-125,560,191
2017-04-29T20:54:11.577Z,01,4.852021217346191,1143,473,279,-115,557,187
2017-04-29T22:22:16.036Z,01,4.831107139587402,1163,458,279,-120,557,180
2017-04-29T23:50:18.708Z,01,4.831107139587402,1184,486,278,-115,552,185
2017-04-30T01:47:40.240Z,01,4.810372829437256,1210,486,282,-120,553,184
2017-04-30T02:46:19.609Z,01,4.810372829437256,1210,497,279,-128,547,187
2017-04-27T06:06:24.111Z,01,5.0036468505859375,798,391,239,-144,626,203
2017-05-04T17:00:13.425Z,01,5.141361236572266,941,-488,572,258,577,208
2017-05-04T18:29:45.753Z,01,5.117884635925293,931,-503,563,268,575,203
2017-05-04T22:55:56.415Z,01,5.026083946228027,960,-498,544,250,570,198
2017-05-04T23:25:25.873Z,01,5.026083946228027,972,-510,548,254,573,203
2017-05-04T23:54:55.502Z,01,5.026083946228027,965,-513,544,250,570,199
2017-05-05T00:53:55.602Z,01,5.0036468505859375,964,-509,542,249,570,199
2017-05-05T01:23:25.721Z,01,5.0036468505859375,972,-523,544,256,572,197
2017-05-05T02:51:56.713Z,01,5.0036468505859375,996,-527,539,254,569,197
2017-05-05T03:21:25.572Z,01,4.98140811920166,1073,-548,543,250,571,201
2017-05-05T04:49:51.819Z,01,4.98140811920166,1134,-601,539,261,570,198
2017-04-30T14:31:48.322Z,01,4.789815425872803,1092,582,320,-133,554,190
2017-04-30T15:30:45.572Z,01,4.789815425872803,1072,587,320,-138,554,199
2017-04-30T20:26:03.694Z,01,4.76943302154541,1026,550,336,-136,562,197
2017-04-30T20:55:24.632Z,01,4.76943302154541,1026,557,336,-137,562,198
2017-04-30T21:24:44.373Z,01,4.749223709106445,1020,547,338,-140,561,193
2017-04-30T21:54:03.518Z,01,4.749223709106445,1026,554,341,-142,559,197
2017-04-30T22:52:41.276Z,01,4.729184627532959,1033,554,344,-140,562,199
2017-04-30T23:21:59.496Z,01,4.729184627532959,1037,560,346,-144,564,199
2017-04-30T23:51:17.396Z,01,4.729184627532959,1026,531,346,-138,559,193
2017-05-01T00:49:52.777Z,01,4.729184627532959,1027,555,345,-147,558,195
2017-05-01T02:17:45.242Z,01,4.709314346313477,1038,557,354,-149,563,201
2017-05-01T04:14:54.293Z,01,4.709314346313477,1046,554,360,-150,560,198
2017-05-01T06:12:02.778Z,01,4.689610004425049,1040,557,362,-150,564,202
2017-05-01T06:41:19.418Z,01,4.689610004425049,1042,555,364,-149,564,200
2017-05-01T07:39:51.885Z,01,4.689610004425049,1037,544,368,-153,561,203
2017-05-04T12:58:46.981Z,01,4.98140811920166,938,-491,592,261,571,200
2017-05-04T13:29:30.677Z,01,5.0946221351623535,944,-503,592,266,575,199
2017-05-04T15:30:03.972Z,01,5.141361236572266,949,-508,579,261,574,196
2017-05-04T16:30:14.376Z,01,5.141361236572266,937,-483,571,252,573,200
2017-05-04T17:30:12.749Z,01,5.141361236572266,933,-480,568,259,576,205
2017-05-04T18:59:29.325Z,01,5.0946221351623535,935,-501,559,263,573,196
2017-05-04T19:29:08.961Z,01,5.0946221351623535,940,-492,559,263,572,204
2017-05-04T19:58:47.647Z,01,5.071569442749023,940,-505,556,266,571,197
2017-04-27T08:31:33.727Z,01,4.98140811920166,834,414,241,-142,623,199
2017-05-04T22:26:26.513Z,01,5.026083946228027,958,-491,548,250,569,209
2017-05-05T00:24:25.500Z,01,5.0036468505859375,967,-497,545,244,572,205
2017-05-05T02:22:26.598Z,01,5.0036468505859375,974,-512,543,257,572,204
2017-05-05T06:47:44.910Z,01,4.959366321563721,1104,-550,533,244,571,201
2017-05-05T07:17:13.211Z,01,4.959366321563721,1087,-540,529,239,569,198
2017-05-05T08:16:10.095Z,01,4.959366321563721,1088,-553,531,248,571,194
2017-05-05T08:45:38.502Z,01,4.959366321563721,1088,-534,533,244,572,201
2017-05-05T09:44:42.163Z,01,4.959366321563721,1076,-525,532,241,573,202
2017-05-05T10:14:20.577Z,01,4.98140811920166,1068,-535,533,244,573,196
2017-05-05T10:43:58.498Z,01,4.98140811920166,1052,-512,533,244,573,198
2017-05-05T11:43:35.069Z,01,5.0036468505859375,1037,-502,534,239,575,202
2017-05-05T12:13:33.231Z,01,5.0036468505859375,1036,-510,537,245,575,201
2017-05-05T12:43:36.863Z,01,5.026083946228027,1026,-513,535,253,573,200
2017-05-05T14:44:22.611Z,01,5.04872465133667,1018,-489,541,248,576,200
2017-05-05T15:14:35.446Z,01,5.04872465133667,1012,-492,538,249,575,205
2017-05-05T16:44:44.341Z,01,5.04872465133667,996,-481,537,251,576,204
2017-05-05T18:14:20.673Z,01,5.026083946228027,977,-473,534,243,575,198
2017-05-05T18:44:05.468Z,01,5.026083946228027,989,-500,532,246,575,195
2017-05-05T20:13:05.645Z,01,5.0036468505859375,998,-498,533,248,576,202
2017-05-05T20:42:38.950Z,01,4.98140811920166,1004,-500,531,251,572,202
2017-05-05T21:12:09.874Z,01,4.98140811920166,1003,-509,530,249,576,194
2017-05-05T22:11:09.385Z,01,4.959366321563721,1010,-488,529,237,571,207
2017-05-05T22:40:38.493Z,01,4.959366321563721,1018,-499,531,245,575,199
2017-05-05T23:10:07.464Z,01,4.93751859664917,1018,-505,530,250,572,202
2017-05-05T23:39:35.964Z,01,4.93751859664917,1008,-503,527,240,569,198
2017-05-06T00:38:31.914Z,01,4.93751859664917,1018,-497,531,242,573,201
2017-05-06T01:07:59.458Z,01,4.915863037109375,1018,-504,530,251,570,199
2017-05-06T01:37:26.689Z,01,4.915863037109375,1010,-491,528,243,567,197
2017-05-06T02:06:53.754Z,01,4.915863037109375,1019,-503,530,245,571,200
2017-05-06T02:36:21.156Z,01,4.915863037109375,1021,-507,530,245,571,201
2017-05-06T03:35:15.475Z,01,4.915863037109375,1012,-511,530,244,571,196
2017-05-06T04:04:42.130Z,01,4.8943963050842285,1019,-510,532,245,569,203
2017-05-06T04:34:08.374Z,01,4.8943963050842285,1011,-493,530,245,567,196
2017-04-27T12:54:06.218Z,01,5.0036468505859375,901,437,246,-143,618,207
2017-04-27T13:52:27.033Z,01,5.0036468505859375,916,406,244,-134,619,199
2017-04-28T19:16:54.662Z,01,4.959366321563721,1125,473,264,-121,590,195
2017-04-28T21:14:47.802Z,01,4.93751859664917,1139,469,267,-125,587,194
2017-04-28T22:13:34.434Z,01,4.915863037109375,1150,470,266,-122,581,192
2017-04-28T23:12:19.899Z,01,4.915863037109375,1156,479,267,-107,581,193
2017-04-28T23:41:41.921Z,01,4.915863037109375,1162,482,265,-112,580,193
2017-04-29T00:40:24.765Z,01,4.8943963050842285,1159,471,266,-120,573,190
2017-04-29T07:31:15.859Z,01,4.852021217346191,1214,497,271,-119,567,191
2017-05-06T05:33:00.935Z,01,4.8943963050842285,1010,-490,533,240,568,205
2017-05-06T06:31:54.023Z,01,4.8943963050842285,1019,-507,535,250,570,201
2017-05-06T07:30:47.099Z,01,4.873116970062256,1017,-508,535,247,571,199
2017-05-06T10:57:24.995Z,01,4.915863037109375,995,-517,538,253,572,193
2017-05-06T11:57:11.634Z,01,4.959366321563721,968,-488,540,244,573,195
2017-05-06T12:57:09.703Z,01,4.959366321563721,955,-492,542,247,575,195
2017-05-06T15:58:16.893Z,01,4.98140811920166,947,-488,543,245,580,200
2017-05-06T16:57:59.290Z,01,4.98140811920166,931,-493,541,247,579,199
2017-05-06T20:54:59.949Z,01,4.915863037109375,916,-468,536,237,576,202
2017-05-06T21:24:24.864Z,01,4.915863037109375,926,-500,534,252,574,200
2017-05-06T21:53:49.169Z,01,4.915863037109375,921,-475,533,237,574,207
2017-05-06T22:23:13.082Z,01,4.8943963050842285,934,-491,535,243,577,199
2017-05-06T22:52:36.896Z,01,4.8943963050842285,930,-479,534,242,571,204
2017-05-08T10:14:52.930Z,01,4.76943302154541,1329,-541,542,241,573,196
2017-05-08T10:44:28.289Z,01,4.76943302154541,1314,-550,541,242,572,194
2017-05-08T11:13:58.535Z,01,4.76943302154541,1356,-542,542,237,569,204
2017-05-08T11:43:34.605Z,01,4.76943302154541,1709,-650,543,242,575,196
2017-05-08T12:13:13.867Z,01,4.789815425872803,1698,-651,545,241,575,196
2017-05-08T12:42:57.723Z,01,4.789815425872803,1660,-621,547,240,576,197
2017-05-08T13:12:42.811Z,01,4.810372829437256,1614,-611,542,245,570,193
2017-05-08T13:42:15.114Z,01,4.76943302154541,1601,-616,545,245,575,193
2017-05-08T14:11:51.742Z,01,4.76943302154541,1583,-619,547,243,573,198
2017-05-08T14:41:33.591Z,01,4.789815425872803,1567,-612,547,247,574,192
2017-05-08T15:11:19.586Z,01,4.789815425872803,1539,-582,545,244,572,196
2017-05-08T15:41:01.183Z,01,4.789815425872803,1521,-553,546,236,574,200
2017-05-08T16:11:33.184Z,01,4.670070171356201,1512,-589,546,240,575,191
2017-05-08T16:41:26.413Z,01,4.729184627532959,2147,-681,544,235,574,191
2017-05-08T17:11:13.506Z,01,4.709314346313477,2155,-674,545,242,574,196
2017-05-08T17:40:57.659Z,01,4.689610004425049,2055,-663,540,235,572,192
2017-04-29T08:00:35.480Z,01,4.852021217346191,1205,483,269,-118,562,188
2017-04-29T08:29:55.041Z,01,4.852021217346191,1222,501,272,-119,565,185
2017-04-29T08:59:14.669Z,01,4.852021217346191,1222,495,272,-118,563,188
2017-04-29T10:27:19.271Z,01,4.852021217346191,1221,497,276,-116,565,189
2017-04-29T12:26:18.304Z,01,4.873116970062256,1189,496,279,-127,566,189
2017-04-29T13:26:12.338Z,01,4.8943963050842285,1171,482,280,-122,563,190
2017-04-29T14:26:15.552Z,01,4.8943963050842285,1160,452,280,-115,566,180
2017-04-29T16:57:33.271Z,01,4.873116970062256,1132,455,279,-118,566,182
2017-04-29T17:27:27.893Z,01,4.8943963050842285,1117,452,279,-118,561,181
2017-04-29T20:24:49.424Z,01,4.852021217346191,1138,473,282,-117,560,187
2017-04-29T21:52:54.631Z,01,4.831107139587402,1161,476,281,-115,558,187
2017-04-29T23:20:57.833Z,01,4.831107139587402,1179,494,278,-123,553,188
2017-04-30T00:48:59.613Z,01,4.810372829437256,1197,487,280,-119,553,184
2017-04-30T02:17:00.079Z,01,4.810372829437256,1210,488,280,-120,551,189
2017-04-30T03:15:38.908Z,01,4.810372829437256,1223,487,280,-121,550,181
2017-04-30T03:44:57.930Z,01,4.789815425872803,1218,461,280,-118,549,176
2017-04-30T04:14:16.955Z,01,4.789815425872803,1229,478,282,-121,550,184
2017-04-30T04:43:35.844Z,01,4.789815425872803,1228,487,281,-125,549,180
2017-04-30T05:12:54.493Z,01,4.789815425872803,1233,470,282,-122,549,175
2017-04-30T05:42:13.276Z,01,4.789815425872803,1244,489,284,-128,549,182
2017-04-30T06:40:50.574Z,01,4.789815425872803,1257,496,282,-121,547,185
2017-04-30T07:10:08.447Z,01,4.76943302154541,1259,471,283,-116,546,181
2017-04-30T07:39:26.155Z,01,4.76943302154541,1268,488,284,-119,548,184
2017-04-30T08:08:43.866Z,01,4.76943302154541,1276,496,286,-120,546,180
2017-04-30T10:05:57.545Z,01,4.76943302154541,1199,579,357,-153,552,188
2017-05-07T00:50:11.133Z,01,4.873116970062256,935,-470,531,242,571,200
2017-05-07T02:18:22.150Z,01,4.873116970062256,942,-492,534,241,573,201
2017-05-07T02:47:45.628Z,01,4.873116970062256,932,-492,533,240,572,196
2017-05-07T03:46:31.200Z,01,4.852021217346191,939,-478,534,242,569,201
2017-05-07T04:15:53.735Z,01,4.852021217346191,946,-488,532,243,572,199
2017-05-07T04:45:16.135Z,01,4.852021217346191,945,-491,533,239,573,200
2017-05-07T06:13:22.724Z,01,4.852021217346191,936,-491,534,238,572,196
2017-05-07T07:12:07.187Z,01,4.831107139587402,1023,-510,535,239,568,197
2017-05-07T08:40:13.073Z,01,4.831107139587402,1058,-506,536,240,569,202
2017-05-07T09:38:58.963Z,01,4.831107139587402,1074,-516,536,238,570,201
2017-05-07T10:08:23.605Z,01,4.831107139587402,1086,-532,537,243,572,199
2017-05-07T12:36:49.452Z,01,4.8943963050842285,1074,-507,545,242,573,205
2017-05-08T18:10:39.382Z,01,4.670070171356201,2753,-678,541,235,571,194
2017-05-08T18:40:20.296Z,01,4.650691986083984,2567,-678,543,246,571,196
2017-05-08T19:10:00.765Z,01,4.650691986083984,2424,-685,544,244,572,195
2017-05-08T19:39:41.716Z,01,4.631474494934082,2314,-676,544,244,573,194
2017-05-08T20:09:22.353Z,01,4.631474494934082,2232,-677,544,237,573,203
2017-05-08T20:39:01.751Z,01,4.612415313720703,2128,-684,542,242,574,190
2017-05-08T21:08:40.498Z,01,4.612415313720703,2043,-638,542,239,569,195
2017-05-08T21:38:19.168Z,01,4.593511581420898,1973,-641,542,233,572,201
2017-05-08T22:07:57.328Z,01,4.574762344360352,1883,-640,544,239,571,201
2017-05-08T22:37:35.099Z,01,4.574762344360352,1790,-650,546,240,576,197
2017-05-08T23:07:12.729Z,01,4.574762344360352,1700,-669,548,245,578,197
2017-05-08T23:36:50.098Z,01,4.55616569519043,1636,-634,547,239,573,201
2017-05-09T00:06:27.089Z,01,4.55616569519043,1592,-654,546,240,574,193
2017-05-09T00:36:03.997Z,01,4.5377197265625,1565,-649,549,240,579,201
2017-05-09T01:05:40.726Z,01,4.5377197265625,1540,-630,548,245,574,198
2017-05-09T01:35:17.359Z,01,4.519423007965088,1516,-637,549,244,575,199
2017-04-30T12:33:04.563Z,01,4.76943302154541,1139,586,327,-139,554,192
2017-04-30T13:32:37.725Z,01,4.789815425872803,1109,563,321,-138,553,191
2017-04-30T14:02:18.492Z,01,4.789815425872803,1094,557,322,-134,557,193
2017-04-30T15:01:19.538Z,01,4.789815425872803,1084,593,323,-141,556,194
2017-04-30T16:00:12.104Z,01,4.76943302154541,1068,550,320,-131,558,195
2017-04-30T17:28:52.694Z,01,4.789815425872803,1056,568,321,-130,560,195
