data,temp_inst_estacao_itapipoca_filtrada,temp_med_estacao_itapipoca_filtrada,temp_min_estacao_itapipoca_filtrada,umid_inst_estacao_itapipoca_filtrada,umid_med_estacao_itapipoca_filtrada,umid_min_estacao_itapipoca_filtrada,pto_orvalho_inst_estacao_itapipoca_filtrada,pto_orvalho_med_estacao_itapipoca_filtrada,pto_orvalho_min_estacao_itapipoca_filtrada,pressao_estacao_itapipoca_filtrada,pressao_max_estacao_itapipoca_filtrada,pressao_min_estacao_itapipoca_filtrada,vento_direcao_estacao_itapipoca_filtrada,vento_vel_estacao_itapipoca_filtrada,vento_rajada_estacao_itapipoca_filtrada,radiacao_estacao_itapipoca_filtrada,precipitacao_estacao_itapipoca_filtrada,EToPM_estacao_itapipoca_filtrada,when,d15cm_modulo1_media,d45cm_modulo1_media,d75cm_modulo1_media,d15cm_modulo2_media,d45cm_modulo2_media,d75cm_modulo2_media,d15cm_modulo3_media,d45cm_modulo3_media,d75cm_modulo3_media,d15cm_modulo4_media,d45cm_modulo4_media,d75cm_modulo4_media,wetness_modulo5,temperature_modulo5,temp_inst_estacao_itapipoca_total_EToPM,temp_med_estacao_itapipoca_total_EToPM,temp_min_estacao_itapipoca_total_EToPM,umid_inst_estacao_itapipoca_total_EToPM,umid_med_estacao_itapipoca_total_EToPM,umid_min_estacao_itapipoca_total_EToPM,pto_orvalho_inst_estacao_itapipoca_total_EToPM,pto_orvalho_med_estacao_itapipoca_total_EToPM,pto_orvalho_min_estacao_itapipoca_total_EToPM,pressao_estacao_itapipoca_total_EToPM,pressao_max_estacao_itapipoca_total_EToPM,pressao_min_estacao_itapipoca_total_EToPM,vento_direcao_estacao_itapipoca_total_EToPM,vento_vel_estacao_itapipoca_total_EToPM,vento_rajada_estacao_itapipoca_total_EToPM,radiacao_estacao_itapipoca_total_EToPM,precipitacao_estacao_itapipoca_total_EToPM,EToPM_estacao_itapipoca_total_EToPM
09/06/2016 00:00,26.3791666666667,33,21.3,79.75,93,51,22.4583333333333,24,19.5,100.332083333333,1004.8,1002.2,3.00416666666667,114.666666666667,6.74583333333333,12.93206,20,3.19035215027679,2016-09-06 00:00:00.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.3791666666667,33,21.3,79.75,93,51,22.4583333333333,24,19.5,100.332083333333,1004.8,1002.2,3.00416666666667,114.666666666667,6.74583333333333,12.93206,20,3.19035215027679
06/07/2016 00:00,26.6791666666667,31.4,24,69.2083333333333,89,46,20.3791666666667,23,17.9,100.29625,1004.3,1001.8,4.5375,118.333333333333,10.0541666666667,12.020052,0.2,4.3428863971705,2016-06-07 00:00:00.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.6791666666667,31.4,24,69.2083333333333,89,46,20.3791666666667,23,17.9,100.29625,1004.3,1001.8,4.5375,118.333333333333,10.0541666666667,12.020052,0.2,4.3428863971705
12/06/2016 00:00,26.9791666666667,34,23.8,79.4166666666667,94,53,22.8791666666667,24.7,19.6,100.455,1006.4,1002.4,2.3875,94.2083333333333,5.33333333333333,19.658379,0.6,3.30189442735593,2016-12-06 00:00:00.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9791666666667,34,23.8,79.4166666666667,94,53,22.8791666666667,24.7,19.6,100.455,1006.4,1002.4,2.3875,94.2083333333333,5.33333333333333,19.658379,0.6,3.30189442735593
06/06/2016 00:00,27.025,31.9,23.7,76.2916666666667,90,56,22.4416666666667,23.9,21.1,100.10625,1002.4,999.4,3.75833333333333,110.291666666667,8.4625,10.35462,5.8,4.01948541279798,2016-06-06 00:00:00.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.025,31.9,23.7,76.2916666666667,90,56,22.4416666666667,23.9,21.1,100.10625,1002.4,999.4,3.75833333333333,110.291666666667,8.4625,10.35462,5.8,4.01948541279798
08/07/2016 00:00,27.0833333333333,31.8,25.4,71.625,88,51,21.4166666666667,24.9,19,100.385416666667,1005.7,1002.2,3.7625,108.416666666667,8.58333333333333,13.048917,0.2,4.82280487175453,2016-08-07 00:00:00.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.0833333333333,31.8,25.4,71.625,88,51,21.4166666666667,24.9,19,100.385416666667,1005.7,1002.2,3.7625,108.416666666667,8.58333333333333,13.048917,0.2,4.82280487175453
11/06/2016 00:00,27.1958333333333,32.4,24.4,75.9166666666667,88,53,22.4458333333333,23.6,20.7,100.424166666667,1005.9,1002.3,3.04583333333333,94.375,6.27916666666667,15.863131,0.6,5.0782978558619,2016-11-06 00:00:00.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.1958333333333,32.4,24.4,75.9166666666667,88,53,22.4458333333333,23.6,20.7,100.424166666667,1005.9,1002.3,3.04583333333333,94.375,6.27916666666667,15.863131,0.6,5.0782978558619
10/06/2016 00:00,27.2333333333333,32.3,24.4,75.875,88,56,22.4708333333333,25.7,21.3,100.317916666667,1004.7,1001.2,3.08333333333333,106.041666666667,6.55416666666667,16.64532,1.2,5.08407433244634,2016-10-06 00:00:00.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.2333333333333,32.3,24.4,75.875,88,56,22.4708333333333,25.7,21.3,100.317916666667,1004.7,1001.2,3.08333333333333,106.041666666667,6.55416666666667,16.64532,1.2,5.08407433244634
09/07/2016 00:00,27.425,33.9,24.9,69.6666666666667,84,40,21.0833333333333,22.4,17.7,100.370416666667,1005.6,1001.8,4.3625,99.9166666666667,8.9875,12.69881,0,6.87705799355363,2016-09-07 00:00:00.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.425,33.9,24.9,69.6666666666667,84,40,21.0833333333333,22.4,17.7,100.370416666667,1005.6,1001.8,4.3625,99.9166666666667,8.9875,12.69881,0,6.87705799355363
11/07/2016 00:00,27.6041666666667,35.3,24.9,64.9166666666667,79,32,19.9,21.7,15.1,100.15125,1003.5,999.1,4.35416666666667,113.791666666667,9.38333333333333,16.627857,0,9.6998865061051,2016-11-07 00:00:00.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.6041666666667,35.3,24.9,64.9166666666667,79,32,19.9,21.7,15.1,100.15125,1003.5,999.1,4.35416666666667,113.791666666667,9.38333333333333,16.627857,0,9.6998865061051
12/08/2016 00:00,27.725,35.5,24.5,61.875,79,30,19.1875,20.9,14.1,100.164583333333,1004.2,998.5,5.02916666666667,110.666666666667,9.88333333333333,22.116258,0,10.0216877239826,2016-12-08 00:00:00.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.725,35.5,24.5,61.875,79,30,19.1875,20.9,14.1,100.164583333333,1004.2,998.5,5.02916666666667,110.666666666667,9.88333333333333,22.116258,0,10.0216877239826
