Date,d15cm_unified,d45cm_unified,d75cm_unified,wetness_modulo5,temperature_modulo5,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_vel,vento_dir,vento_rajada,radiacao,precipitacao,EToPM
2017-05-03 01:00:00.000,784.34273522452,677.994589714013,1408.32512239989,994.24399297362,27.9663628783862,25.7,25.9,25.4,70,72,68,19.8,20.1,19.4,100,1000.2,1000,1.3,121,2.8,-0.00354,0,0.0299190319141192
2017-05-03 02:00:00.000,784.962529415023,676.031326513899,1420.98631014932,995.053186035509,27.9761031652422,26.1,26.2,24.8,69,74,68,19.8,20.3,19.4,99.99,1000.1,999.9,2.1,138,4.8,-0.00353,0,0.0445173799927225
2017-05-03 03:00:00.000,785.586002222631,674.068063086366,1434.79026120623,995.862379097399,27.9858434520983,25.9,26.1,25.7,77,77,69,21.4,21.4,19.9,99.95,999.9,999.5,2.8,127,4.8,-0.00354,0,0.0393413086783909
2017-05-03 04:00:00.000,786.213128817467,672.104799580333,1450.0080236848,996.671572159288,27.9955837389544,25.9,26.2,25.8,79,79,76,22,22,21.4,99.92,999.5,999.2,2.8,118,6.8,-0.00354,0,0.0358592582534827
2017-05-03 05:00:00.000,786.843884529803,670.141536123314,1466.97282748374,997.480765221178,28.0053240258105,26.3,26.3,25.9,78,80,78,22.1,22.4,22,99.88,999.2,998.8,3.1,120,7.9,-0.00354,0,0.0594051263490299
2017-05-03 06:00:00.000,787.478244848646,668.178272824765,1485.95057076982,998.289958283067,28.0150643126666,26.3,26.6,26.1,75,78,75,21.4,22.1,21.4,99.86,998.9,998.6,2.4,119,7.9,-0.00354,0,0.0540438099632991
2017-05-03 07:00:00.000,788.116185420344,666.215009778927,1506.30130896545,999.099151344957,28.0248045995226,26.3,27,26.3,74,75,69,21.4,21.4,20.8,99.86,998.7,998.5,3.3,134,7.7,-0.00354,0,0.0742176923241867
2017-05-03 08:00:00.000,788.757682047212,664.251747067228,1522.73931538789,999.908344406846,28.0345448863787,25.8,26.4,25.8,77,77,74,21.5,21.6,21.3,99.9,999,998.6,2.5,111,7.7,-0.00354,0,0.0509288361808705
2017-05-03 09:00:00.000,789.402710686179,662.28848476033,1524.11733244259,1000.71753746874,28.0442851732348,25.8,25.9,25.3,76,79,76,21.2,21.6,21.2,99.95,999.5,999,2.5,123,5.6,0.0124,0,0.0574226152749941
2017-05-03 10:00:00.000,790.051247447441,660.325222919848,1514.98294115447,1001.52673053063,28.0540254600909,27.2,27.3,25.8,68,76,68,20.9,21.3,20.8,99.99,999.9,999.5,3,128,7.3,0.403,0,0.193828848178218
2017-05-03 11:00:00.000,790.703268593147,658.361961599823,1503.21697893417,1002.33592359251,28.0637657469469,28,28.2,27.1,68,69,67,21.5,21.9,20.8,100.06,1000.6,999.9,4.4,128,8.4,1.413,0,0.477487313168826
2017-05-03 12:00:00.000,791.358750536093,656.398700847945,1490.78679849903,1003.1451166544,28.073506033803,29,29,27.9,63,69,61,21.4,21.9,20.7,100.08,1000.8,1000.6,4.2,135,9.4,2.182,0,0.703420499070296
2017-05-03 13:00:00.000,792.017669838433,654.435440706608,1478.04774399583,1003.95430971629,28.0832463206591,29.6,29.9,28.7,58,64,58,20.4,21.5,20.2,100.06,1000.9,1000.5,3.9,140,10,2.809,0,0.894619029986785
2017-05-03 14:00:00.000,792.680003210409,652.472181213786,1465.08098321458,1004.76350277818,28.0929866075152,30.3,30.5,29.5,56,62,55,20.6,21.8,20.3,100,1000.6,1000,5.1,140,10.8,3.142,0,1.00083779394863
2017-05-03 15:00:00.000,793.345727509104,650.508922403767,1451.9237729858,1005.57269584007,28.1027268943712,30.1,31.5,30.1,59,61,54,21.2,22.4,20.3,99.93,1000.1,999.2,3.7,116,10.8,3.11,0,0.980580344782328
2017-05-03 16:00:00.000,794.014819737193,648.545664307786,1438.60495915595,1006.38188890196,28.1124671812273,30.2,30.2,29.4,64,67,59,22.6,23,21.2,99.85,999.3,998.5,3.1,104,7.4,1.443,0,0.507533525554566
2017-05-03 17:00:00.000,794.68725704173,646.582406954534,1425.14990700726,1007.19108196385,28.1222074680834,30.4,31.7,30.1,62,64,58,22.2,23.6,21.7,99.8,998.5,997.9,3.6,111,7.1,2.21,0,0.731026450198853
2017-05-03 18:00:00.000,795.363016712941,644.619150370605,1411.5811543661,1008.00027502574,28.1319477549395,30.2,31.7,30,69,69,59,23.9,24.4,21.9,99.76,998,997.6,4.6,77,7,1.875,0,0.392638388570084
2017-05-03 19:00:00.000,796.042076183028,642.65589458085,1397.91864024076,1008.80946808763,28.1416880417955,29.7,31,29.7,69,71,67,23.5,24.8,23.3,99.77,997.7,997.6,2.9,66,7.2,1.333,0,0.327616925802204
2017-05-03 20:00:00.000,796.724413025002,640.692639608684,1384.17992942615,1009.61866114952,28.1514283286516,28.7,30.9,28.6,72,72,67,23.1,24.5,22.9,99.82,998.2,997.6,2,99,6.7,0.3441,0,0.118428375244574
2017-05-03 21:00:00.000,797.410004951515,638.729385476335,1370.38042559703,1010.42785421141,28.1611686155077,27.9,28.7,27.9,75,76,71,23.1,23.2,22.9,99.88,998.8,998.2,2.7,85,6.1,0.01667,0,0.0485342762005514
2017-05-03 22:00:00.000,798.098829813717,636.766132205051,1356.53355452129,1011.2370472733,28.1709089023638,27.2,27.9,27.2,73,75,73,22,23.1,22,99.92,999.2,998.8,3.3,109,6.5,-0.00319,0,0.0533489442503612
2017-05-03 23:00:00.000,798.790865600126,634.802879815269,1342.65091900341,1012.04624033519,28.1806491892199,26.7,27.2,26.7,77,77,73,22.4,22.4,21.9,100,1000.1,999.2,2.4,128,6.1,-0.00354,0,0.0365944447063623
2017-05-04 00:00:00.000,799.486090435511,632.839628326757,1328.74243593195,1012.85543339708,28.1903894760759,26.4,26.9,26.3,80,80,77,22.7,22.7,22.4,100.06,1000.6,1000,1.8,102,6.1,-0.00344,0,0.0257679140411471
2017-05-04 01:00:00.000,800.184482579783,630.876377758725,1314.81646624629,1013.66462645897,28.200129762932,26.7,26.8,26.3,80,81,79,22.8,22.8,22.7,100.08,1001,1000.6,2.6,111,4.4,-0.003,0,0.0335463885043746
2017-05-04 02:00:00.000,800.886020426915,628.913128129919,1300.8799455427,1014.47381952086,28.2098700497881,26.6,26.8,26.6,83,83,80,23.4,23.4,22.9,100.02,1000.8,1000.1,2.7,116,5.5,-0.0029,0,0.0290373429012786
2017-05-04 03:00:00.000,801.590682503857,626.949879458693,1286.93851911037,1015.28301258275,28.2196103366442,26.6,26.7,26.6,83,84,83,23.5,23.6,23.4,99.97,1000.2,999.7,2.6,117,6.2,-0.00206,0,0.028503173791367
2017-05-04 04:00:00.000,802.298447469479,624.986631763073,1272.99668171283,1016.09220564463,28.2293506235002,26.4,26.8,26.4,84,85,82,23.6,23.7,23.5,99.92,999.7,999.2,1.9,95,5.2,-0.00244,0,0.0214859514794902
2017-05-04 05:00:00.000,803.00929411352,623.023385060797,1259.05791994151,1016.90139870652,28.2390909103563,25.3,26.5,25.3,84,85,84,22.4,23.6,22.4,99.88,999.2,998.8,3.2,107,6.1,-0.00351,0,0.0431234364571741
2017-05-04 06:00:00.000,803.723201355548,621.060139369362,1245.12485358051,1017.71059176841,28.2488311972124,23.5,25.4,23.3,91,92,84,21.9,22.6,21.6,99.91,999.4,998.7,2.3,194,9.5,-0.00158,6.4,0.0174981134096736
2017-05-04 07:00:00.000,804.440148243942,619.096894706044,1231.19937201643,1018.5197848303,28.2585714840685,23.6,24.3,23.4,92,92,90,22.3,22.7,21.9,99.92,999.3,998.7,2.5,58,6.5,-0.00131,4.4,0.0168110505563916
2017-05-04 08:00:00.000,805.160113954875,617.133651087925,1217.28276206244,1019.32897789219,28.2683117709245,24.6,24.6,23.5,89,93,89,22.5,22.9,22.2,99.89,999.2,998.8,3.1,122,9.4,0.000258,1.6,0.0290384838747518
2017-05-04 09:00:00.000,805.883077791318,615.170408531913,1203.37582436469,1020.13817095408,28.2780520577806,25.4,25.5,24.5,79,89,79,21.5,22.6,21.5,99.9,999,998.6,3.8,121,9.8,0.02455,0,0.0727468327176487
2017-05-04 10:00:00.000,806.609019182048,613.207167054746,1189.47897656263,1020.94736401597,28.2877923446367,25.6,25.7,25.4,81,81,78,22.2,22.2,21.5,99.98,999.8,999,2.1,88,7.7,0.204,0,0.0916087730173147
2017-05-04 11:00:00.000,807.33791768068,611.243926673011,1188.45870801874,1021.75655707786,28.2975326314928,27.5,27.5,25.6,71,81,71,21.8,22.1,21.5,100.03,1000.3,999.8,4,119,7.3,0.7733,0,0.297373214266451
2017-05-04 12:00:00.000,808.069752964695,609.280687403146,1187.45110275586,1022.56575013975,28.3072729183489,29.1,29.2,26.8,62,73,61,21.1,22.2,20.5,100.06,1000.6,1000.2,4.1,132,8.8,1.651,0,0.570026395000726
2017-05-04 13:00:00.000,822.901079225916,611.292616445421,1200.33660690426,1023,28.2016558210257,29,29.6,28.4,66,70,61,21.9,22.9,20.8,100.03,1000.6,1000.2,3.5,120,9.1,2.381,0,0.745225433712013
2017-05-04 14:00:00.000,837.391105995238,612.883989525783,1202.24127694874,1008.04574075894,29.0532291662217,29.7,30.4,28.6,66,69,63,22.7,23.6,21.5,99.99,1000.4,999.9,4.3,117,8.1,2.961,0,0.904847501380258
2017-05-04 15:00:00.000,853.374586123275,614.954391664315,1204.11191320905,1023,28.0792781913702,30.4,30.4,29.4,66,69,62,23.2,23.9,21.8,99.9,999.9,999,4.6,116,8.8,3.022,0,0.93060368908571
2017-05-04 16:00:00.000,854.275358236311,617.535866902162,1205.96688284916,1023,28.4952564345946,30,30.9,29.4,64,67,60,22.4,23.7,21.6,99.83,999,998.3,3.6,125,8.2,2.619,0,0.829794748020318
2017-05-04 17:00:00.000,855.460741441508,620.784827107734,1207.79440234687,1023,28.9309856907624,29.1,30.8,29,68,70,63,22.7,23.7,22,99.74,998.3,997.4,4.3,118,9.1,1.94,0,0.623744312434885
2017-05-04 18:00:00.000,856.946640402815,624.917103394424,1209.62219571399,1023,29.286778585396,30.2,30.9,29.1,62,69,61,22.1,23.9,22.1,99.69,997.4,996.9,3.6,120,7.3,2.254,0,0.50543703985721
2017-05-04 19:00:00.000,858.745977693811,630.04641734785,1211.45273645227,1020.29651997423,29.5,29.2,31,29.2,69,69,61,22.9,23.5,21.8,99.7,997,996.8,3.9,90,7.3,1.134,0,0.269808629793579
2017-05-04 20:00:00.000,860.851175176338,636.380321400251,1213.28045102482,1013.96737744572,29.5,25.9,29.2,25.9,77,77,69,21.5,23.7,21.5,99.79,998,997,5.8,85,14,0.483,2.6,0.11928887701989
2017-05-04 21:00:00.000,863.25426769548,644.161618776938,1215.11528447902,971.550072247671,29.4178981377709,24.9,25.7,24.4,90,91,77,23.1,23.4,21.3,99.84,998.5,997.9,0.5,201,14,0.0317,2.4,0.0130296573978185
2017-05-04 22:00:00.000,865.926958125563,653.159864406804,1216.96619550456,976.937810064676,29.2716970824351,24.8,25,24.5,89,91,89,22.9,23.2,22.8,99.91,999.1,998.4,1.2,125,3.3,-0.00207,0,0.00986660245039142
2017-05-04 23:00:00.000,868.907591368233,660.97860213351,1218.84689175148,982.220864675324,29.0825063579068,25.5,25.5,24.8,84,89,84,22.6,23,22.5,100.01,1000.1,999.1,2.9,112,4.7,-0.00195,0,0.0276861077575161
2017-05-05 00:00:00.000,872.167603179057,663.013767892397,1220.75687711924,959.844057487296,28.8307797125635,25.8,25.8,25.5,83,84,83,22.8,22.8,22.5,100.04,1000.5,1000.1,3.2,113,5,0.00017,0,0.0318687918769962
2017-05-05 01:00:00.000,875.745499751052,659.026573864627,1222.70444076311,995.46784755254,28.6416297639831,26.2,26.3,25.8,83,84,83,23.1,23.1,22.8,100.05,1000.6,1000.4,2.2,105,6.1,0.001706,0,0.0260082960336078
2017-05-05 02:00:00.000,879.677431978446,654.087893847187,1224.69362565117,480.24266547101,28.4762591148752,25.9,26.2,25.9,87,87,83,23.5,23.5,23.1,100.02,1000.5,1000.2,2,80,4.2,-0.00082,0.2,0.018084633206111
2017-05-05 03:00:00.000,881.968294673037,655.544363024748,1226.72725213822,296.77917913124,28.3259000228824,25.7,26.3,25.7,87,87,84,23.4,23.6,23.3,99.98,1000.2,999.7,3,78,5,-0.00127,0.2,0.0231590691147305
2017-05-05 04:00:00.000,883.781765017697,654.444466650872,1228.82874548004,444.707949286516,28.0741401995393,24.5,25.7,24.5,91,91,87,22.8,23.6,22.8,99.93,999.8,999.3,5.3,84,9.1,-0.00132,0.6,0.0204319115350151
2017-05-05 05:00:00.000,885.853217114161,643.325573804559,1230.982988579,529.843829391949,27.8223357880718,24.6,24.7,24.1,90,92,90,22.8,23,22.6,99.89,999.3,998.9,3.3,100,9.1,-0.00134,0,0.0274123708483467
2017-05-05 06:00:00.000,888.133278605222,642.638777426573,1233.15870724802,392.717285107883,27.5977542273286,25.3,25.3,24.5,84,90,84,22.3,22.8,22.3,99.83,998.9,998.2,1.5,128,5.4,-0.00224,0,0.0219841219995925
2017-05-05 07:00:00.000,890.663248830252,642.395508081358,1235.36298918085,327.395586636352,27.4718405205965,25.7,25.7,25.2,81,84,80,22.2,22.3,21.9,99.83,998.4,998.3,2.8,112,5.4,-0.0015,0,0.046722125099147
2017-05-05 08:00:00.000,893.413432180243,642.514707936169,1237.60318453396,374.498357999249,27.3459411820167,25.3,25.8,25.2,84,84,81,22.4,22.4,22.2,99.83,998.3,998.1,2.9,97,7.3,-0.00245,0,0.0398697379739251
2017-05-05 09:00:00.000,896.434009578502,642.950173788651,1239.88395000461,370.036334944032,27.2200593275217,24.7,25.6,24.7,88,88,83,22.7,22.7,22.3,99.9,999,998.3,2.6,96,5.6,0.01707,0.4,0.0317031459081032
2017-05-05 10:00:00.000,899.705642393609,643.754758055113,1242.20513503696,248.22171921258,27.0944894664063,26.6,26.6,24.7,83,89,83,23.4,23.5,22.7,99.96,999.6,998.9,2.5,98,4.9,0.287,0,0.116120582302256
2017-05-05 11:00:00.000,903.315777093535,644.97331094433,1244.56903714195,207.106936408143,27.0933322796557,28,28,26.6,73,83,72,22.6,23.4,22.1,100.03,1000.3,999.6,3.4,118,8.3,1.256,0,0.414084255772821
2017-05-05 12:00:00.000,907.306042831427,646.628737057592,1246.96893493506,210.204585902993,27.1558237793688,28.8,28.9,28,69,74,68,22.7,23.3,22,100.08,1000.9,1000.3,4.7,112,9.3,2.276,0,0.700867900945884
2017-05-05 13:00:00.000,911.883565917936,648.768888798185,1249.40502842153,605.359379780003,27.436213555591,29.3,30,28.3,67,71,65,22.5,23.6,22,100.08,1000.9,1000.7,4.4,121,8.9,2.733,0,0.83435898247304
2017-05-05 14:00:00.000,917.138936970988,651.451896833607,1251.86859791556,1023,27.7782620603562,30,30.2,29.2,65,69,62,22.8,23.4,21.6,100.03,1000.8,1000.3,4,126,8.1,3.07,0,0.944712931898622
2017-05-05 15:00:00.000,923.095344087964,654.791951393829,1254.36572359404,1023,28.2142074239861,30.6,30.7,29.7,61,67,59,22.3,23.4,21.2,99.97,1000.3,999.7,4,116,8.2,3.388,0,1.05526716175911
2017-05-05 16:00:00.000,929.967657098078,658.886374019021,1256.89690601053,1023,28.6789768313994,30.4,30.6,29.8,61,64,60,22.1,23.1,21.6,99.88,999.7,998.8,4.1,117,9.1,2.619,0,0.845989294374596
2017-05-05 17:00:00.000,937.839974478364,663.598664680599,1259.46537928894,1023,29.1483027633822,30.2,31.6,29.6,62,65,59,22.2,24,21.6,99.82,998.8,998.2,3.6,124,9.2,2.77,0,0.880449206929641
2017-05-05 18:00:00.000,946.856318586081,669.270096898686,1262.07917589149,1023,29.4942571509129,30.7,30.8,29.9,60,65,60,22,23,21.7,99.78,998.2,997.7,2.9,123,7.3,2.063,0,0.503930423743538
2017-05-05 19:00:00.000,956.869016621511,676.18816752171,1264.74290858162,1023,29.7159950770797,29.2,30.7,29.2,64,66,59,21.8,22.5,21.2,99.8,998,997.7,2.2,121,7.1,0.9343,0,0.261626273100815
2017-05-05 20:00:00.000,967.859475748922,684.667389166386,1267.45592902944,1023,29.8125,28.2,30,28.2,69,69,62,22,22.3,20.9,99.84,998.4,997.9,3.2,85,4.9,0.4591,0,0.147325482036384
2017-05-05 21:00:00.000,979.845626036783,694.183220233964,1270.21262630245,1023,29.7204450720147,26.7,28.2,26.7,79,79,69,22.7,22.8,22.2,99.91,999.1,998.4,2.8,98,4.9,0.02238,0,0.0416320429596695
2017-05-05 22:00:00.000,992.796661085284,701.081338266792,1273.01036419718,952.44770991918,29.5642266931908,26.4,26.7,26.4,79,79,78,22.4,22.7,22.4,100,1000,999.1,3.6,106,6.3,-0.00354,0,0.0422520087769442
2017-05-05 23:00:00.000,1006.98447745623,699.715911775995,1275.85155978145,917.512359164506,29.3124427816458,26.1,26.5,26,79,79,78,22.1,22.4,22.1,100.07,1000.7,1000,2.6,114,6.3,-0.00354,0,0.0344838539495029
2017-05-06 00:00:00.000,1022.6702968581,692.818871109653,1278.74675467781,1005.21587860684,29.0605725124389,25.8,26.2,25.8,80,80,79,22.1,22.2,22.1,100.1,1001.1,1000.7,3,115,5.4,-0.00354,0,0.0354885430384054
2017-05-06 01:00:00.000,1039.77742443119,684.967166345329,1280.74403063831,998.848623622026,28.8086227596549,25.8,25.9,25.7,79,80,79,21.9,22.2,21.8,100.11,1001.1,1001,2.5,136,5.2,-0.00354,0,0.0333158186176919
2017-05-06 02:00:00.000,1057.78331001,679.027638722288,1282.75832469016,923.849838842015,28.5566065672929,24.8,25.8,24.8,83,83,79,21.7,22,21.6,100.04,1001.1,1000.4,0.8,315,5,-0.00354,0,0.0106753967396287
2017-05-06 03:00:00.000,1074.58003699353,672.42674165382,1284.79126967711,557.460296172272,28.3046144972659,24.9,25.5,24.5,81,84,80,21.4,22,21.1,99.96,1000.4,999.6,1,331,3.1,-0.00354,0,0.0146814587922915
2017-05-06 04:00:00.000,1085.81177311984,667.171309761345,1286.84436406576,434.366404043357,28.1151000631775,24.2,25.2,24.2,79,81,79,20.2,21.4,20.2,99.79,999.6,997.9,1,300,3.1,-0.00354,0,0.0160040349747492
2017-05-06 05:00:00.000,1084.33850496444,662.096431327076,1288.91846669575,424.212921486462,27.8630383952693,25,25.5,23.8,74,80,72,20.1,20.6,19.5,99.73,997.9,997.3,1.7,350,3.4,-0.00354,0,0.039909689183795
2017-05-06 06:00:00.000,1081.37730867512,658.531236179892,1291.01112671198,397.926918161647,27.6492515367022,25,25.5,24.5,76,77,72,20.4,20.6,19.7,99.71,997.3,997.1,0.9,275,4.3,-0.00354,0,0.0199051097713962
2017-05-06 07:00:00.000,1075.63544246425,654.594729823875,1294.24728596588,424.791919999686,27.4840007142885,25.6,25.6,24.1,75,82,75,20.8,21.1,20.2,99.71,997.2,997.1,2.7,124,6.2,-0.00354,0,0.058980418733411
2017-05-06 08:00:00.000,1069.70956665567,650.412598107073,1297.5428775026,471.644005653913,27.2722496466304,25.6,25.9,25.1,77,79,74,21.3,21.6,20.8,99.79,997.9,997.1,2,140,6.2,-0.00354,0,0.0414403987027109
2017-05-06 09:00:00.000,1064.86501380073,647.923891107355,1300.89272488739,233.434828803126,27.1462298000122,25.2,25.7,24.9,82,82,77,21.9,22,21.1,99.91,999.1,997.9,1.6,89,5.2,0.01259,0,0.0303970538382829
2017-05-06 10:00:00.000,1059.99853892676,648.03376959777,1304.29016330018,224.370087555699,26.9782478111075,27.3,27.3,25.1,76,83,76,22.6,22.9,21.9,99.99,999.9,999.1,2.8,130,5.8,0.4087,0,0.171194716986834
2017-05-06 11:00:00.000,1047.1055769721,646.28115133767,1307.74194461226,1023,26.875,27.8,28,27.1,68,76,68,21.4,22.8,21.3,100.04,1000.4,999.9,4.5,130,8.4,1.368,0,0.464924787822215
2017-05-06 12:00:00.000,1030.49068335208,645.107317901333,1311.23776852668,1023,26.9591984933073,29,29.2,27.8,65,70,64,21.7,22.7,21.3,100.03,1000.4,1000.2,3.9,106,7.7,2.195,0,0.699113456700762
2017-05-06 13:00:00.000,1013.19767015595,642.666139390083,1314.77723363959,1023,27.2503647285946,29.8,30.1,28.9,65,66,62,22.4,22.8,21.4,100.04,1000.4,1000.2,4,120,8.5,2.891,0,0.89390274660697
2017-05-06 14:00:00.000,996.195053051359,640.518408540022,1318.36762983326,1023,27.665311704803,30.9,30.9,29.3,63,66,61,22.9,23.1,21.2,100,1000.4,1000,3.7,113,8.1,2.794,0,0.893639362014006
2017-05-06 15:00:00.000,979.168833091007,634.995450068964,1321.99296634678,1023,28.2042157829382,30.4,31.1,29.5,60,65,58,21.7,22.9,21,99.92,1000.1,999.2,3.6,126,7.7,2.751,0,0.884956090218056
2017-05-06 16:00:00.000,966.709920747934,631.786292327956,1325.63204676182,1023,28.7554962477015,30.9,31.6,30.4,58,64,56,21.7,23.7,21.3,99.84,999.2,998.4,3,121,7.4,3.233,0,1.03390606873094
2017-05-06 17:00:00.000,951.297245427503,625.522343314945,1327.8255531597,1023,29.3390793734013,31.7,32.2,30.5,61,64,57,23.1,24.1,21.8,99.74,998.4,997.4,4.3,91,7,2.821,0,0.92073618411434
2017-05-06 18:00:00.000,936.747931263127,619.329312398838,1330.67524073331,1023,29.8035873755813,30.6,31.9,30.1,61,64,59,22.3,23.5,22.2,99.72,997.4,997.2,3.8,109,7.3,2.231,0,0.502408332377457
2017-05-06 19:00:00.000,928.754200448706,614.480561864927,1333.24850908538,1023,30.0797216500864,30.2,31.1,29.4,61,67,59,21.9,23.3,21.9,99.72,997.3,997.1,2.2,120,6.1,1.206,0,0.333384132249324
2017-05-06 20:00:00.000,923.471223319063,607.975714932085,1335.65213185119,1023,30.1875,29.8,30.6,29.8,61,63,57,21.5,22.6,21,99.72,997.2,997.1,2.3,122,4.5,0.6633,0,0.210929861330952
2017-05-06 21:00:00.000,925.501960339087,602.350064092278,1337.93409235363,1023,30.1445645981866,27.6,29.8,27.6,75,75,61,22.7,22.7,21.4,99.81,998.1,997.2,3.4,90,5.1,0.03117,0,0.0569236322757421
2017-05-06 22:00:00.000,929.666973068592,597.317575456266,1340.12814073035,1023,29.9729604225601,26.7,27.6,26.5,77,78,75,22.2,22.8,22.2,99.9,999,998.1,2.4,90,5.2,-0.00354,0,0.0365760297903454
2017-05-06 23:00:00.000,935.390878464458,592.928064851665,1342.25980240141,1022.25355325011,29.7816941562635,26.3,26.8,26.1,78,79,75,22.3,22.3,22.1,99.97,999.7,999,1.9,88,4,-0.00302,0,0.0295362303341857
2017-05-07 00:00:00.000,938.39205990382,604.848214706993,1344.34518951266,1023,29.527895318512,25.9,26.4,25.5,81,81,78,22.3,22.3,22,100.04,1000.4,999.7,2.3,73,3.8,-0.00316,0,0.028632854336168
2017-05-07 01:00:00.000,942.458138241874,595.041436796914,1346.39904954304,1023,29.3366392827502,26.7,26.7,25.9,77,81,77,22.3,22.4,22.1,100.07,1000.7,1000.3,2.9,109,5.3,-0.0028,0,0.0414186332319156
2017-05-07 02:00:00.000,946.406801455913,589.33960991966,1348.42592447136,1023,29.0828753545869,26.9,26.9,26.7,79,79,76,22.8,22.8,22.3,100.02,1000.7,1000.2,3.1,105,6.4,-0.00267,0,0.0395902343921959
2017-05-07 03:00:00.000,947.65278108803,585.86469875512,1350.43031542553,1023,28.8832930346095,26.9,27,26.8,81,81,79,23.3,23.3,22.8,99.95,1000.2,999.5,3.8,108,6.3,-0.00233,0,0.0402058419438191
2017-05-07 04:00:00.000,950.178222750665,584.264012165006,1352.41334402869,1023,28.7002286001903,26.6,26.9,26.6,82,82,81,23.2,23.3,23.1,99.88,999.5,998.8,3.1,107,7,-0.0035,0,0.0333626919206955
2017-05-07 05:00:00.000,952.240227651664,583.325602912478,1354.38319676254,1021.1413879819,28.5088367488686,26.7,26.8,26.6,81,82,81,23.2,23.3,23.1,99.82,998.8,998.2,4,109,6.9,-0.00353,0,0.0640366912164611
2017-05-07 06:00:00.000,951.972276049552,582.671366022618,1356.34861789143,1005.59060709419,28.3774608628925,26.8,26.8,26.7,81,81,81,23.1,23.2,23.1,99.82,998.3,998.1,4.4,110,8.3,-0.00312,0,0.0694879589915886
2017-05-07 07:00:00.000,971.633382454705,582.577184557878,1358.31015333871,1010.49888454191,28.1880134379694,26.7,26.8,26.6,80,81,80,23,23.1,22.9,99.82,998.2,998,3.9,113,7.7,-0.00289,0,0.0662190292047856
2017-05-07 08:00:00.000,985.54047521644,581.91579032073,1360.26885596943,997.473185285003,28.0610511383515,26.4,26.7,26.3,81,81,80,22.8,23,22.7,99.84,998.4,998.2,3.6,113,7.7,-0.00351,0,0.0582548206885383
2017-05-07 09:00:00.000,992.43213145825,580.539587831687,1362.23718755312,903.419274013548,27.9340882836213,26.3,26.5,26.1,80,82,79,22.5,22.9,22.5,99.85,998.6,998.4,2.9,125,7.6,0.0141,0,0.0555032385376595
2017-05-07 10:00:00.000,974.329697860327,581.40996872015,1364.20893071826,930.514001497679,27.8072314347168,27.2,27.3,26.3,75,80,74,22.4,22.8,22.3,99.91,999.1,998.5,3.8,134,7.6,0.3654,0,0.17605216725956
2017-05-07 11:00:00.000,989.324771780948,583.494881901981,1366.16833727452,1023,27.6875,27.8,27.8,27.2,73,76,72,22.4,22.8,22.3,99.94,999.5,999.1,4.1,144,7.3,0.7054,0,0.275970584445529
2017-05-07 12:00:00.000,988.538724961009,581.877350818941,1368.11775284948,1023,27.69508927021,28.4,28.9,27.8,69,73,68,22.2,23.5,22,99.97,999.8,999.4,4.4,125,9.6,1.627,0,0.531876182384805
2017-05-07 13:00:00.000,981.125896514146,582.934115189095,1370.05271231504,1023,27.8920138974255,29.8,30.2,28.3,64,71,63,22.3,23.2,21.9,99.96,999.8,999.5,4.5,133,11.2,2.605,0,0.820868789063503
2017-05-07 14:00:00.000,959.92883112196,580.96837070694,1371.97894595244,1023,28.224027873634,29.9,30.6,29.7,65,67,62,22.6,23.3,22.2,99.96,999.8,999.6,4.6,116,9.5,2.761,0,0.858437551108386
2017-05-07 15:00:00.000,956.397174680551,578.502456753317,1373.89526766728,392.219181821859,28.7363292221084,31.3,31.5,29.8,61,66,58,22.8,23.5,21.8,99.87,999.6,998.7,3.6,125,8.6,2.949,0,0.949816406136548
2017-05-07 16:00:00.000,958.449679775529,576.10805375869,1375.79163942271,552.048856767338,29.2721391860195,31.4,32.2,30.8,58,62,54,22.1,23.3,21.2,99.76,998.7,997.6,3.5,143,8.3,2.91,0,0.951077169347609
2017-05-07 17:00:00.000,965.64896937529,574.994470364389,1377.66789409559,613.879171985986,29.5247253016804,27,32,27,81,81,57,23.4,24.2,21.6,99.72,997.7,997.2,4.5,96,10.5,1.164,0,0.358014635698444
2017-05-07 18:00:00.000,966.181500973443,572.304243168819,1379.53683427962,902.891368938357,29.6384787299155,27.7,28.1,27,83,83,79,24.5,24.5,23.3,99.68,997.2,996.6,2.8,71,7.1,0.7673,0,0.178391106265007
2017-05-07 19:00:00.000,964.062034422203,570.139526768877,1381.40235331015,594.0590011647,29.6875,27.6,27.9,27,84,86,82,24.6,25.1,24.3,99.7,997.1,996.8,3.4,78,7.1,0.5493,0,0.129876681896504
2017-05-07 20:00:00.000,967.072241398835,567.687775816977,1383.26536055596,1023,29.6875,26.9,27.6,26.9,86,86,83,24.3,24.5,24.1,99.72,997.3,997,1.6,73,5.1,0.2164,0,0.0660931914965748
2017-05-07 21:00:00.000,974.884756014024,564.845721752927,1385.12833394851,1023,29.6697583024406,26.6,26.9,26.6,89,89,86,24.5,24.5,24.3,99.77,997.7,997.1,1.9,71,3,0.02893,0,0.0213685220685541
