2016,06,07,22,27,32,33.00,-14,2889
2016,06,07,22,27,38,33.00,-15,2890
2016,06,07,22,28,09,33.25,20,2891
2016,06,07,22,28,39,33.25,-7,2899
2016,06,07,22,29,09,33.25,18,2897
2016,06,07,22,29,39,33.25,1,2893
2016,06,07,22,30,09,33.25,-11,2893
2016,06,07,22,30,39,33.25,20,2899
2016,06,07,22,31,09,33.25,2,2895
2016,06,07,22,31,39,33.25,16,2897
2016,06,07,22,32,09,33.25,-1,2890
2016,06,07,22,32,28,33.25,-5,2887
2016,06,07,22,33,28,33.25,5,2894
2016,06,07,22,34,28,33.25,24,2905
2016,06,07,22,35,30,33.25,-3,2899
2016,06,07,22,35,32,33.25,-1,2878
2016,06,07,22,35,38,33.25,-11,2891
2016,06,07,22,36,22,33.25,-15,2898
2016,06,07,22,37,22,33.25,3,2883
2016,06,07,22,37,50,33.25,-12,2893
2016,06,07,22,38,50,33.25,-17,2902
2016,06,07,22,39,05,33.25,-18,2894
2016,06,07,22,39,49,33.25,-8,2910
2016,06,07,22,40,49,33.25,0,2902
2016,06,07,22,41,50,33.25,5,2899
2016,06,07,22,42,50,33.25,4,2891
2016,06,07,22,43,50,33.25,-2,2903
2016,06,07,22,44,50,33.25,1,2897
2016,06,07,22,45,50,33.25,6,2896
2016,06,07,22,46,50,33.25,10,2891
2016,06,07,22,47,50,33.25,0,2913
2016,06,07,22,48,51,33.25,9,2901
2016,06,07,22,49,51,33.25,32,2905
2016,06,07,22,50,51,33.00,-8,2906
2016,06,07,22,51,51,33.00,7,2905
2016,06,07,22,52,51,33.25,5,2912
2016,06,07,22,53,51,33.00,10,2920
2016,06,07,22,54,51,33.00,-3,2913
2016,06,07,22,55,52,33.00,9,2910
2016,06,07,22,56,52,33.00,-11,2924
2016,06,07,22,57,52,33.00,10,2917
2016,06,07,22,58,52,33.00,3,2918
2016,06,07,22,59,52,33.00,21,2909
2016,06,07,23,00,52,33.00,-5,2908
2016,06,07,23,01,52,33.00,17,2917
2016,06,07,23,02,53,33.00,19,2912
2016,06,07,23,03,53,33.00,-15,2909
2016,06,07,23,04,53,33.00,19,2904
2016,06,07,23,05,53,33.00,7,2905
2016,06,07,23,06,53,33.00,1,2924
2016,06,07,23,07,53,33.00,-8,2912
2016,06,07,23,08,53,33.00,3,2910
2016,06,07,23,09,53,33.00,0,2919
2016,06,07,23,10,54,33.00,-1,2912
2016,06,07,23,11,54,33.00,-12,2919
2016,06,07,23,12,54,32.75,20,2922
2016,06,07,23,13,54,32.75,10,2914
2016,06,07,23,14,54,32.75,-6,2927
2016,06,07,23,15,54,32.75,6,2928
2016,06,07,23,16,55,32.75,3,2923
2016,06,07,23,17,55,32.75,21,2922
2016,06,07,23,18,55,32.75,32,2932
2016,06,07,23,19,55,32.75,-4,2923
2016,06,07,23,20,55,32.75,-21,2923
2016,06,07,23,21,55,33.00,-17,2923
2016,06,07,23,22,55,33.00,0,2921
2016,06,07,23,23,55,33.00,-15,2933
2016,06,07,23,24,56,32.75,-6,2928
2016,06,07,23,25,56,32.75,7,2919
2016,06,07,23,26,56,32.75,17,2932
2016,06,07,23,27,56,32.75,11,2928
2016,06,07,23,28,56,32.75,20,2929
2016,06,07,23,29,56,32.75,-7,2929
2016,06,07,23,30,56,32.75,1,2930
2016,06,07,23,31,57,32.75,17,2930
2016,06,07,23,32,57,32.75,8,2923
2016,06,07,23,33,57,32.75,24,2924
2016,06,07,23,34,57,32.75,11,2928
2016,06,07,23,35,57,32.75,15,2941
2016,06,07,23,36,57,32.75,-12,2933
2016,06,07,23,37,57,32.75,8,2932
2016,06,07,23,38,57,32.75,-10,2947
2016,06,07,23,39,58,32.75,2,2933
2016,06,07,23,40,58,32.75,-17,2938
2016,06,07,23,41,58,32.75,-11,2932
2016,06,07,23,42,58,33.00,-8,2940
2016,06,07,23,43,58,33.00,-7,2937
2016,06,07,23,44,58,33.00,7,2937
2016,06,07,23,45,58,32.75,-13,2937
2016,06,07,23,46,59,32.75,-7,2948
2016,06,07,23,47,59,32.75,15,2949
2016,06,07,23,48,59,32.75,-3,2933
2016,06,07,23,49,59,32.75,-4,2951
2016,06,07,23,50,59,32.75,-5,2939
2016,06,07,23,51,59,33.00,0,2941
2016,06,07,23,52,59,33.00,10,2946
2016,06,07,23,54,00,32.75,8,2945
2016,06,07,23,55,00,33.00,7,2945
2016,06,07,23,56,00,33.00,25,2943
2016,06,07,23,57,00,33.00,-25,2943
2016,06,07,23,58,00,33.00,-6,2941
2016,06,07,23,59,00,33.00,15,2952
2016,06,08,00,00,00,33.00,-11,2948
2016,06,08,00,01,01,33.00,3,2946
2016,06,08,00,02,01,33.00,7,2938
2016,06,08,00,03,01,33.00,6,2938
2016,06,08,00,04,01,33.00,-5,2954
2016,06,08,00,05,01,33.00,-20,2941
2016,06,08,00,06,01,33.00,5,2957
2016,06,08,00,07,01,33.00,-6,2945
2016,06,08,00,08,01,33.00,3,2947
2016,06,08,00,26,02,32.75,7,2957
2016,06,08,00,26,06,32.75,-18,2959
2016,06,08,00,27,06,32.75,24,2965
2016,06,08,00,28,06,32.75,-7,2970
2016,06,08,00,29,07,33.00,-5,2960
2016,06,08,00,30,07,33.00,-1,2960
2016,06,08,00,31,07,33.00,3,2963
2016,06,08,00,32,07,33.00,20,2950
2016,06,08,00,33,07,33.00,-8,2966
2016,06,08,00,34,07,33.00,-5,2979
2016,06,08,00,35,07,33.00,10,2969
2016,06,08,00,36,02,33.00,-14,2966
2016,06,08,00,37,02,33.00,-6,2960
2016,06,08,00,37,43,33.00,-18,2958
2016,06,08,00,37,59,33.00,-5,2957
2016,06,08,00,38,04,32.75,-11,2970
2016,06,08,00,38,14,32.75,0,2980
2016,06,08,00,38,21,32.75,-27,2966
2016,06,08,00,39,22,33.00,14,2973
2016,06,08,00,40,22,33.00,-13,2969
2016,06,08,00,41,22,33.00,1,2958
2016,06,08,00,42,22,32.75,-21,2967
2016,06,08,00,43,22,32.75,17,2962
2016,06,08,00,44,22,32.75,16,2970
2016,06,08,00,45,22,32.75,-5,2964
2016,06,08,00,46,23,32.75,8,2972
2016,06,08,00,47,23,32.75,1,2960
2016,06,08,00,48,23,32.75,-13,2969
2016,06,08,00,49,23,32.50,-11,2970
2016,06,08,00,50,23,32.50,4,2970
2016,06,08,00,51,23,32.50,7,2974
2016,06,08,00,52,23,32.50,7,2976
2016,06,08,00,53,23,32.50,-8,2978
2016,06,08,00,54,24,32.50,0,2973
2016,06,08,00,55,24,32.50,9,2972
2016,06,08,00,56,24,32.50,-7,2979
2016,06,08,00,57,24,32.50,1,2970
2016,06,08,00,58,24,32.50,0,2970
2016,06,08,00,59,24,32.50,-6,2974
2016,06,08,01,00,24,32.50,-12,2980
2016,06,08,01,01,25,32.25,-15,2973
2016,06,08,01,02,25,32.25,0,2963
2016,06,08,01,03,25,32.25,9,2972
2016,06,08,01,04,25,32.25,19,2974
2016,06,08,01,05,25,32.25,-3,2978
2016,06,08,01,06,25,32.25,-11,2973
2016,06,08,01,07,25,32.25,7,2978
2016,06,08,01,08,26,32.25,0,2979
2016,06,08,01,09,26,32.25,-3,2984
2016,06,08,01,10,26,32.25,-1,2976
2016,06,08,01,11,26,32.25,-2,2986
2016,06,08,01,12,26,32.25,20,2980
2016,06,08,01,13,26,32.25,-19,2983
2016,06,08,01,14,26,32.25,-7,2987
2016,06,08,01,15,26,32.25,1,2984
2016,06,08,01,16,27,32.25,2,2989
2016,06,08,01,17,27,32.25,-4,2981
2016,06,08,01,18,27,32.25,-11,2986
